1 D2 3 AQ,primaire_select,prim_connait_ecol_second
1 D2 3 AT,primaire_select,prim_connait_ecol_second
1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen
1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second
1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second
1 D2 3 TT,primaire_select,prim_connait_ecol_second
1 D2 4 AQ,primaire_select,prim_connait_ecol_second
1 D2 4 AT,primaire_select,prim_connait_ecol_second
1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere
1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second
1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second
1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere
1 D2 4R TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second
1 D2 4R TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere
1 D3 5 AQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second
1 D3 5 AT,primaire_select,prim_connait_ecol_second
1 D3 5 G,primaire_select,prim_connait_ecol_second
1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second
1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second
1 D3 5 TT,primaire_select,prim_connait_ecol_second
1 D3 6 AQ,primaire_select,prim_connait_ecol_second
1 D3 6 AT,primaire_select,prim_connait_ecol_second
1 D3 6 G,primaire_select,prim_connait_ecol_second
1 D3 6 P,primaire_select,prim_connait_ecol_second
1 D3 6 TQ,primaire_select,prim_connait_ecol_second
1 D3 6 TT,primaire_select,prim_connait_ecol_second
1 D3 7 TQ,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e
1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e
1 D3 7C P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e
1 D4 7 P,primaire_select,prim_connait_ecol_second
1 D4 7 TQ,primaire_select,prim_connait_ecol_second
1 DQ 4 P,primaire_select,prim_connait_ecol_second
1 DQ 4 TQ,primaire_select,prim_connait_ecol_second
1 DQ 5 P,primaire_select,prim_connait_ecol_second
1 DQ 5 TQ,primaire_select,prim_connait_ecol_second
1 DQ 6 P,primaire_select,prim_connait_ecol_second
1 DQ 6 TQ,primaire_select,prim_connait_ecol_second
R D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_tmp_partiel_ecol_entrepr
R D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_tmp_partiel_ecol_entrepr
R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr
R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep
R D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep
R D3 6 P,primaire_select,prim_connait_ecol_second
R D3 6 TQ,primaire_select,prim_connait_ecol_second
R D3 7 TQ,primaire_select,prim_connait_ecol_second
R D3 7B P,primaire_select,prim_connait_ecol_second
R D3 P 45,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep
R DQ 4 P,primaire_select,prim_connait_ecol_second
R DQ 4 TQ,primaire_select,prim_connait_ecol_second
R DQ 5 P,primaire_select,prim_connait_ecol_second
R DQ 5 TQ,primaire_select,prim_connait_ecol_second
R DQ 6 P,primaire_select,prim_connait_ecol_second
R DQ 6 TQ,primaire_select,prim_connait_ecol_second
