NS_SA_ID,NS_ETAB_ID,TE_STRUCTURE,CO_DEGRE_SPEC,CO_ANNEE_ETUDES,CO_OPTION,TE_INTITULE,DT_DEBUT,DT_FIN,DT_EXPIRATION,TE_STATUT,NS_PARAM_ID_SA,NS_OBJ_ID_DEGR_SPEC,NS_OBJ_ID_ANNEE_ETUDE,NS_OBJ_ID_SA,NS_PARAM_ID_STATUT
3970,3071,Option de base simple,1 D2 G,1 D2 3 G,2121,LANGUE MODERNE II NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,105,1591,6030
3971,3071,Option de base simple,1 D2 G,1 D2 3 G,2123,LANGUE MODERNE II ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,49,105,1589,6030
3972,3071,Option de base simple,1 D2 G,1 D2 3 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,105,1822,6030
3973,3071,Option de base simple,1 D2 G,1 D2 3 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,105,1607,6030
3979,3071,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2014-09-01,9999-12-31,,En cours,6022,51,109,888,6030
3980,3071,Option de base groupée,1 D2 TQ,1 D2 3 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2014-09-01,9999-12-31,,En cours,6022,51,109,913,6030
3982,3071,Option de base groupée,1 D2 TT,1 D2 3 TT,9113,INFORMATIQUE,2014-09-01,9999-12-31,,En cours,6022,52,112,950,6030
3986,3071,Option de base simple,1 D3 G,1 D3 5 G,2007,LANGUE MODERNE I ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1583,6030
3987,3071,Option de base simple,1 D3 G,1 D3 5 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1584,6030
3988,3071,Option de base simple,1 D3 G,1 D3 5 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1587,6030
3989,3071,Option de base simple,1 D3 G,1 D3 5 G,2121,LANGUE MODERNE II NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1591,6030
3990,3071,Option de base simple,1 D3 G,1 D3 5 G,2123,LANGUE MODERNE II ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,121,1589,6030
3991,3071,Option de base simple,1 D3 G,1 D3 5 G,2209,LANGUE MODERNE III ALLEMAND,2014-09-01,9999-12-31,,En cours,6023,56,121,1593,6030
3992,3071,Option de base simple,1 D3 G,1 D3 5 G,2213,LANGUE MODERNE III ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,121,1596,6030
3996,3071,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,121,1629,6030
3997,3071,Option de base simple,1 D3 G,1 D3 5 G,6101,SCIENCES,2014-09-01,9999-12-31,,En cours,6023,56,121,2493,6030
4000,3071,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2014-09-01,9999-12-31,,En cours,6022,58,132,891,6030
4001,3071,Option de base groupée,1 D3 TQ,1 D3 5 TQ,8405,ANIMATEUR/ANIMATRICE,2015-09-01,9999-12-31,,En cours,6022,58,132,939,6030
4003,3071,Option de base groupée,1 D3 TT,1 D3 5 TT,9113,INFORMATIQUE,2014-09-01,9999-12-31,,En cours,6022,59,136,950,6030
4006,3075,Option de base groupée,1 D2 P,1 D2 3 P,1202,HORTICULTURE ET MAINTENANCE DE MATERIEL,2014-09-01,9999-12-31,,En cours,6022,50,107,654,6030
4008,3075,Option de base groupée,1 D2 TQ,1 D2 3 TQ,1203,HORTICULTURE,2014-09-01,9999-12-31,,En cours,6022,51,109,655,6030
4010,3075,Option de base groupée,1 D2 TT,1 D2 3 TT,9107,SCIENCES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,52,112,947,6030
4012,3075,Option de base groupée,1 D3 P,1 D3 7B P,1115,COMPLEMENT EN MECANIQUE AGRICOLE ET/OU HORTICOLE,2015-09-01,9999-12-31,,En cours,6022,57,128,651,6030
4013,3075,Option de base groupée,1 D3 P,1 D3 5 P,1207,FLEURISTE,2014-09-01,9999-12-31,,En cours,6022,57,126,656,6030
4014,3075,Option de base groupée,1 D3 P,1 D3 5 P,1208,OUVRIER QUALIFIE/OUVRIERE QUALIFIEE EN HORTICULTURE,2014-09-01,9999-12-31,,En cours,6022,57,126,657,6030
4015,3075,Option de base groupée,1 D3 P,1 D3 7B P,1213,COMPLEMENT EN ART FLORAL,2014-09-01,9999-12-31,,En cours,6022,57,128,660,6030
4016,3075,Option de base groupée,1 D3 P,1 D3 7B P,1214,HORTICULTEUR SPECIALISE/HORTICULTRICE SPECIALISEE EN AMENAGEMENT DE PARCS ET JARDINS,2014-09-01,9999-12-31,,En cours,6022,57,128,661,6030
4017,3075,Option de base groupée,1 D3 P,1 D3 5 P,1314,OUVRIER QUALIFIE/OUVRIERE QUALIFIEE EN SYLVICULTURE,2014-09-01,9999-12-31,,En cours,6022,57,126,667,6030
4018,3075,Option de base groupée,1 D3 P,1 D3 7B P,1315,ARBORISTE : GRIMPEUR-ELAGUEUR/GRIMPEUSE-ELAGUEUSE,2014-09-01,9999-12-31,,En cours,6022,57,128,668,6030
4020,3075,Option de base groupée,1 D3 TQ,1 D3 5 TQ,1209,TECHNICIEN/TECHNICIENNE EN HORTICULTURE,2014-09-01,9999-12-31,,En cours,6022,58,132,658,6030
4021,3075,Option de base groupée,1 D3 TQ,1 D3 5 TQ,1306,AGENT/AGENTE TECHNIQUE DE LA NATURE ET DES FORETS,2014-09-01,9999-12-31,,En cours,6022,58,132,662,6030
4025,3075,Option de base groupée,1 D3 TT,1 D3 5 TT,9107,SCIENCES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,59,136,947,6030
4032,2467,Option de base groupée,R D2 P,R D2 3 P,4117,CUISINE ET SALLE,2014-09-01,9999-12-31,,En cours,6022,53,115,826,6030
4034,2467,Option de base groupée,R D2 P,R D2 3 P,8108,SERVICES SOCIAUX,2014-09-01,9999-12-31,,En cours,6022,53,115,909,6030
4035,2467,Option de base groupée,R D2 P,R D2 3 P,8304,COIFFURE,2014-09-01,9999-12-31,,En cours,6022,53,115,928,6030
4048,2467,Option de base groupée,R D3 P,R D3 7B P,7130,GESTIONNAIRE DE TRES PETITES ENTREPRISES,2014-09-01,9999-12-31,,En cours,6022,60,140,894,6030
4053,2467,Option de base groupée,1 D2 P,1 D2 3 P,2315,MECANIQUE POLYVALENTE,2014-09-01,9999-12-31,,En cours,6022,50,107,694,6030
4054,2467,Option de base groupée,1 D2 P,1 D2 3 P,2507,MECANIQUE GARAGE,2014-09-01,9999-12-31,,En cours,6022,50,107,713,6030
4055,2467,Option de base groupée,1 D2 P,1 D2 3 P,4117,CUISINE ET SALLE,2014-09-01,9999-12-31,,En cours,6022,50,107,826,6030
4057,2467,Option de base groupée,1 D2 P,1 D2 3 P,7209,TRAVAUX DE BUREAU,2014-09-01,9999-12-31,,En cours,6022,50,107,896,6030
4058,2467,Option de base groupée,1 D2 P,1 D2 3 P,8108,SERVICES SOCIAUX,2014-09-01,9999-12-31,,En cours,6022,50,107,909,6030
4059,2467,Option de base groupée,1 D2 P,1 D2 3 P,8304,COIFFURE,2014-09-01,9999-12-31,,En cours,6022,50,107,928,6030
4062,2467,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2014-09-01,9999-12-31,,En cours,6022,51,109,888,6030
4068,2467,Option de base groupée,1 D3 P,1 D3 7B P,2521,MECANICIEN/MECANICIENNE DES MOTEURS DIESELS ET ENGINS HYDRAULIQUES,2014-09-01,9999-12-31,,En cours,6022,57,128,716,6030
4071,2467,Option de base groupée,1 D3 P,1 D3 7B P,2715,CARROSSIER SPECIALISE/CARROSSIERE SPECIALISEE,2014-09-01,9999-12-31,,En cours,6022,57,128,750,6030
4075,2467,Option de base groupée,1 D3 P,1 D3 7B P,7130,GESTIONNAIRE DE TRES PETITES ENTREPRISES,2014-09-01,9999-12-31,,En cours,6022,57,128,894,6030
4076,2467,Option de base groupée,1 D3 P,1 D3 5 P,7405,AUXILIAIRE ADMINISTRATIF ET D'ACCUEIL/AUXILIAIRE ADMINISTRATIVE ET D'ACCUEIL,2014-09-01,9999-12-31,,En cours,6022,57,126,900,6030
4077,2467,Option de base groupée,1 D3 P,1 D3 5 P,8123,AIDE FAMILIAL/AIDE FAMILIALE,2014-09-01,9999-12-31,,En cours,6022,57,126,916,6030
4078,2467,Option de base groupée,1 D3 P,1 D3 7B P,8216,AIDE-SOIGNANT/AIDE-SOIGNANTE,2014-09-01,9999-12-31,,En cours,6022,57,128,925,6030
4081,2467,Option de base groupée,1 D3 P,1 D3 7B P,8324,COMPLEMENT EN VENTE EN PARFUMERIE,2014-09-01,9999-12-31,,En cours,6022,57,128,935,6030
4084,2467,Option de base groupée,1 D3 TQ,1 D3 5 TQ,2213,TECHNICIEN/TECHNICIENNE EN INFORMATIQUE,2014-09-01,9999-12-31,,En cours,6022,58,132,686,6030
4088,2467,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2014-09-01,9999-12-31,,En cours,6022,58,132,891,6030
4103,1465,Option de base simple,1 D2 G,1 D2 3 G,2119,LANGUE MODERNE II ALLEMAND,2014-09-01,9999-12-31,,En cours,6023,49,105,1586,6030
4104,1465,Option de base simple,1 D2 G,1 D2 3 G,2121,LANGUE MODERNE II NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,105,1591,6030
4105,1465,Option de base simple,1 D2 G,1 D2 3 G,2122,LANGUE MODERNE II ITALIEN,2014-09-01,9999-12-31,,En cours,6023,49,105,1590,6030
4107,1465,Option de base simple,1 D2 G,1 D2 3 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,105,1607,6030
4109,1465,Option de base simple,1 D3 G,1 D3 5 G,2007,LANGUE MODERNE I ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1583,6030
4110,1465,Option de base simple,1 D3 G,1 D3 5 G,2119,LANGUE MODERNE II ALLEMAND,2014-09-01,9999-12-31,,En cours,6023,56,121,1586,6030
4111,1465,Option de base simple,1 D3 G,1 D3 5 G,2121,LANGUE MODERNE II NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1591,6030
4112,1465,Option de base simple,1 D3 G,1 D3 5 G,2122,LANGUE MODERNE II ITALIEN,2014-09-01,9999-12-31,,En cours,6023,56,121,1590,6030
4113,1465,Option de base simple,1 D3 G,1 D3 5 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,121,1822,6030
4114,1465,Option de base simple,1 D3 G,1 D3 5 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,121,1607,6030
4115,1465,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,121,1629,6030
4116,1465,Option de base simple,1 D3 G,1 D3 5 G,6101,SCIENCES,2014-09-01,9999-12-31,,En cours,6023,56,121,2493,6030
4177,1045,Option de base groupée,R D2 P,R D2 3 P,2507,MECANIQUE GARAGE,2015-09-01,9999-12-31,,En cours,6022,53,115,713,6030
4179,1045,Option de base groupée,R D2 P,R D2 3 P,4117,CUISINE ET SALLE,2014-09-01,9999-12-31,,En cours,6022,53,115,826,6030
4183,1569,Option de base groupée,R D2 P,R D2 3 P,7118,VENTE,2014-09-01,9999-12-31,,En cours,6022,53,115,889,6030
4198,1045,Option de base groupée,R D3 P,R D3 7B P,2521,MECANICIEN/MECANICIENNE DES MOTEURS DIESELS ET ENGINS HYDRAULIQUES,2014-09-01,9999-12-31,,En cours,6022,60,140,716,6030
4201,1045,Option de base groupée,R D3 P,R D3 7B P,7130,GESTIONNAIRE DE TRES PETITES ENTREPRISES,2014-09-01,9999-12-31,,En cours,6022,60,140,894,6030
4202,1045,Option de base groupée,R D3 P,R D3 7B P,8216,AIDE-SOIGNANT/AIDE-SOIGNANTE,2014-09-01,2021-08-31,,En cours,6022,60,140,925,6030
4205,1538,Option de base groupée,R D3 P,R D3 5 P,7125,VENDEUR/VENDEUSE,2014-09-01,9999-12-31,,En cours,6022,60,138,892,6030
4208,1569,Option de base groupée,R D3 P,R D3 5 P,7125,VENDEUR/VENDEUSE,2014-09-01,9999-12-31,,En cours,6022,60,138,892,6030
4211,1569,Option de base groupée,R D3 P,R D3 7B P,7130,GESTIONNAIRE DE TRES PETITES ENTREPRISES,2014-09-01,9999-12-31,,En cours,6022,60,140,894,6030
4215,1606,Option de base groupée,R D3 P,R D3 5 P,1314,OUVRIER QUALIFIE/OUVRIERE QUALIFIEE EN SYLVICULTURE,2015-09-01,9999-12-31,,En cours,6022,60,138,667,6030
4223,3075,Option de base groupée,R D2 P,R D2 3 P,1202,HORTICULTURE ET MAINTENANCE DE MATERIEL,2014-09-01,9999-12-31,,En cours,6022,53,115,654,6030
4227,3075,Option de base groupée,R D3 P,R D3 5 P,1208,OUVRIER QUALIFIE/OUVRIERE QUALIFIEE EN HORTICULTURE,2014-09-01,9999-12-31,,En cours,6022,60,138,657,6030
4232,95265,Option de base groupée,R D2 P,R D2 3 P,4117,CUISINE ET SALLE,2014-09-01,9999-12-31,,En cours,6022,53,115,826,6030
4234,95265,Option de base groupée,R D2 P,R D2 3 P,4301,BOULANGERIE-PATISSERIE,2014-09-01,9999-12-31,,En cours,6022,53,115,841,6030
4235,95265,Option de base groupée,R D2 P,R D2 3 P,7118,VENTE,2014-09-01,9999-12-31,,En cours,6022,53,115,889,6030
4242,95265,Option de base groupée,R D3 P,R D3 5 P,4205,BOUCHER-CHARCUTIER/BOUCHERE-CHARCUTIERE,2014-09-01,9999-12-31,,En cours,6022,60,138,839,6030
4243,95265,Option de base groupée,R D3 P,R D3 5 P,4310,BOULANGER-PATISSIER/BOULANGERE-PATISSIERE,2014-09-01,9999-12-31,,En cours,6022,60,138,842,6030
4244,95265,Option de base groupée,R D3 P,R D3 5 P,7125,VENDEUR/VENDEUSE,2014-09-01,9999-12-31,,En cours,6022,60,138,892,6030
4245,95265,Option de base groupée,R D3 P,R D3 7B P,2521,MECANICIEN/MECANICIENNE DES MOTEURS DIESELS ET ENGINS HYDRAULIQUES,2014-09-01,9999-12-31,,En cours,6022,60,140,716,6030
4252,95265,Option de base groupée,R D3 P,R D3 7B P,7130,GESTIONNAIRE DE TRES PETITES ENTREPRISES,2015-09-01,9999-12-31,,En cours,6022,60,140,894,6030
4260,1635,Option de base groupée,R D3 P,R D3 7B P,3309,"OUVRIER/OUVRIERE EN RENOVATION, RESTAURATION ET CONSERVATION DU BATIMENT",2014-09-01,9999-12-31,,En cours,6022,60,140,805,6030
4272,2593,Option de base groupée,R D2 P,R D2 3 P,7118,VENTE,2014-09-01,9999-12-31,,En cours,6022,53,115,889,6030
4273,2593,Option de base groupée,R D2 P,R D2 3 P,8304,COIFFURE,2014-09-01,9999-12-31,,En cours,6022,53,115,928,6030
4276,2593,Option de base groupée,R D3 P,R D3 5 P,7125,VENDEUR/VENDEUSE,2014-09-01,9999-12-31,,En cours,6022,60,138,892,6030
4281,231,Option de base groupée,1 D2 P,1 D2 3 P,2105,ELECTRICITE,2015-09-01,9999-12-31,,En cours,6022,50,107,681,6030
67887,1116,Option de base groupée,R D3 P,R D3 7B P,3229,COUVREUR-ETANCHEUR/COUVREUSE-ETANCHEUSE,2015-09-01,2021-08-31,,En cours,6022,60,140,2391,6030
67889,1206,Option de base groupée,R D2 P,R D2 3 P,8304,COIFFURE,2014-09-01,9999-12-31,,En cours,6022,53,115,928,6030
67896,2371,Option de base groupée,R D3 P,R D3 5 P,7125,VENDEUR/VENDEUSE,2014-09-01,9999-12-31,,En cours,6022,60,138,892,6030
67912,3049,Option de base groupée,R D2 P,R D2 3 P,8304,COIFFURE,2014-09-01,9999-12-31,,En cours,6022,53,115,928,6030
179750,3198,Option de base groupée,1 D2 P,1 D2 3 P,4117,CUISINE ET SALLE,2014-09-01,9999-12-31,,En cours,6022,50,107,826,6030
179751,3198,Option de base groupée,1 D2 P,1 D2 3 P,4301,BOULANGERIE-PATISSERIE,2014-09-01,9999-12-31,,En cours,6022,50,107,841,6030
179753,3198,Option de base groupée,1 D2 TQ,1 D2 3 TQ,4111,RESTAURATION,2014-09-01,9999-12-31,,En cours,6022,51,109,824,6030
179754,3198,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7406,SECRETARIAT-TOURISME,2014-09-01,9999-12-31,,En cours,6022,51,109,901,6030
179755,3198,Option de base groupée,1 D2 TQ,1 D2 3 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2014-09-01,9999-12-31,,En cours,6022,51,109,913,6030
179758,3198,Option de base groupée,1 D3 P,1 D3 5 P,4128,CUISINIER/CUISINIERE DE COLLECTIVITE,2014-09-01,9999-12-31,,En cours,6022,57,126,837,6030
179759,3198,Option de base groupée,1 D3 P,1 D3 5 P,4310,BOULANGER-PATISSIER/BOULANGERE-PATISSIERE,2014-09-01,9999-12-31,,En cours,6022,57,126,842,6030
179760,3198,Option de base groupée,1 D3 P,1 D3 7B P,4125,TRAITEUR-ORGANISATEUR/TRAITEUR-ORGANISATRICE DE BANQUETS ET DE RECEPTIONS,2014-09-01,9999-12-31,,En cours,6022,57,128,834,6030
179762,3198,Option de base groupée,1 D3 P,1 D3 7B P,4311,CHOCOLATIER-CONFISEUR-GLACIER/CHOCOLATIERE-CONFISEUSE-GLACIERE,2014-09-01,9999-12-31,,En cours,6022,57,128,843,6030
179764,3198,Option de base groupée,1 D3 TQ,1 D3 5 TQ,4118,HOTELIER - RESTAURATEUR/HOTELIERE - RESTAURATRICE,2014-09-01,9999-12-31,,En cours,6022,58,132,827,6030
179765,3198,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7404,AGENT/AGENTE  EN ACCUEIL ET TOURISME,2014-09-01,9999-12-31,,En cours,6022,58,132,899,6030
179766,3198,Option de base groupée,1 D3 TQ,1 D3 5 TQ,8113,AGENT/AGENTE D'EDUCATION,2014-09-01,9999-12-31,,En cours,6022,58,132,912,6030
179769,38,Option de base groupée,1 D2 P,1 D2 3 P,1202,HORTICULTURE ET MAINTENANCE DE MATERIEL,2014-09-01,9999-12-31,,En cours,6022,50,107,654,6030
179773,38,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2014-09-01,9999-12-31,,En cours,6022,51,109,888,6030
179775,38,Option de base simple,1 D2 TT,1 D2 3 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,112,1584,6030
179776,38,Option de base simple,1 D2 TT,1 D2 3 TT,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,52,112,1587,6030
179777,38,Option de base groupée,1 D2 TT,1 D2 3 TT,8401,EDUCATION PHYSIQUE,2014-09-01,9999-12-31,,En cours,6022,52,112,937,6030
179778,38,Option de base groupée,1 D2 TT,1 D2 3 TT,8404,SPORT-ETUDES,2014-09-01,9999-12-31,,En cours,6022,52,112,938,6030
179779,38,Option de base groupée,1 D2 TT,1 D2 3 TT,9107,SCIENCES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,52,112,947,6030
179783,38,Option de base groupée,1 D3 P,1 D3 5 P,7125,VENDEUR/VENDEUSE,2014-09-01,9999-12-31,,En cours,6022,57,126,892,6030
179790,38,Option de base groupée,1 D3 TQ,1 D3 5 TQ,6211,TECHNICIEN/TECHNICIENNE EN PHOTOGRAPHIE,2014-09-01,9999-12-31,,En cours,6022,58,132,870,6030
179791,38,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2014-09-01,9999-12-31,,En cours,6022,58,132,891,6030
179795,38,Option de base simple,1 D3 TT,1 D3 5 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,59,136,1584,6030
179796,38,Option de base simple,1 D3 TT,1 D3 5 TT,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,59,136,1587,6030
179797,38,Option de base groupée,1 D3 TT,1 D3 5 TT,8401,EDUCATION PHYSIQUE,2014-09-01,9999-12-31,,En cours,6022,59,136,937,6030
179798,38,Option de base groupée,1 D3 TT,1 D3 5 TT,8404,SPORT-ETUDES,2014-09-01,9999-12-31,,En cours,6022,59,136,938,6030
179801,3156,Option de base simple,1 D2 G,1 D2 3 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,105,1584,6030
179802,3156,Option de base simple,1 D2 G,1 D2 3 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,105,1587,6030
179803,3156,Option de base simple,1 D2 G,1 D2 3 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,105,1822,6030
179804,3156,Option de base simple,1 D2 G,1 D2 3 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,105,1607,6030
179805,3156,Option de base simple,1 D2 G,1 D2 3 G,3926,GREC 2H,2014-09-01,9999-12-31,,En cours,6023,49,105,2441,6030
179807,3156,Option de base simple,1 D3 G,1 D3 5 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1584,6030
179808,3156,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,121,1629,6030
179810,3156,Option de base simple,1 D3 G,1 D3 5 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1587,6030
179811,3156,Option de base simple,1 D3 G,1 D3 5 G,2213,LANGUE MODERNE III ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,121,1596,6030
179812,3156,Option de base simple,1 D3 G,1 D3 5 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,121,1822,6030
179813,3156,Option de base simple,1 D3 G,1 D3 5 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,121,1607,6030
179814,3156,Option de base simple,1 D3 G,1 D3 5 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,56,121,1450,6030
179818,35,Option de base groupée,1 D2 P,1 D2 3 P,7118,VENTE,2014-09-01,9999-12-31,,En cours,6022,50,107,889,6030
179819,35,Option de base groupée,1 D2 P,1 D2 3 P,7209,TRAVAUX DE BUREAU,2014-09-01,9999-12-31,,En cours,6022,50,107,896,6030
179820,35,Option de base groupée,1 D2 P,1 D2 3 P,8108,SERVICES SOCIAUX,2014-09-01,9999-12-31,,En cours,6022,50,107,909,6030
179822,35,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2014-09-01,9999-12-31,,En cours,6022,51,109,888,6030
179823,35,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7406,SECRETARIAT-TOURISME,2014-09-01,9999-12-31,,En cours,6022,51,109,901,6030
179826,35,Option de base groupée,1 D3 P,1 D3 5 P,7405,AUXILIAIRE ADMINISTRATIF ET D'ACCUEIL/AUXILIAIRE ADMINISTRATIVE ET D'ACCUEIL,2014-09-01,9999-12-31,,En cours,6022,57,126,900,6030
179828,35,Option de base groupée,1 D3 P,1 D3 5 P,8207,PUERICULTURE,2014-09-01,9999-12-31,,En cours,6022,57,126,919,6030
179829,35,Option de base groupée,1 D3 P,1 D3 7B P,5234,COMPLEMENT EN CONFECTION SUR MESURES ET DEMI-MESURES,2014-09-01,9999-12-31,,En cours,6022,57,128,854,6030
179830,35,Option de base groupée,1 D3 P,1 D3 7B P,7130,GESTIONNAIRE DE TRES PETITES ENTREPRISES,2014-09-01,9999-12-31,,En cours,6022,57,128,894,6030
179831,35,Option de base groupée,1 D3 P,1 D3 7B P,8212,AGENT MEDICO-SOCIAL/AGENTE MEDICO-SOCIALE,2014-09-01,9999-12-31,,En cours,6022,57,128,921,6030
179832,35,Option de base groupée,1 D3 P,1 D3 7B P,8213,PUERICULTEUR/PUERICULTRICE,2014-09-01,9999-12-31,,En cours,6022,57,128,922,6030
179836,35,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7123,TECHNICIEN COMMERCIAL/TECHNICIENNE COMMERCIALE,2014-09-01,9999-12-31,,En cours,6022,58,132,890,6030
179837,35,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2014-09-01,9999-12-31,,En cours,6022,58,132,891,6030
179840,37,Option de base simple,1 D2 G,1 D2 3 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,105,1584,6030
179841,37,Option de base simple,1 D2 G,1 D2 3 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,105,1587,6030
179850,37,Option de base groupée,1 D2 P,1 D2 3 P,8108,SERVICES SOCIAUX,2014-09-01,9999-12-31,,En cours,6022,50,107,909,6030
179852,37,Option de base groupée,1 D2 TQ,1 D2 3 TQ,7110,GESTION,2014-09-01,9999-12-31,,En cours,6022,51,109,888,6030
179853,37,Option de base groupée,1 D2 TQ,1 D2 3 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2014-09-01,9999-12-31,,En cours,6022,51,109,913,6030
179855,37,Option de base simple,1 D2 TT,1 D2 3 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,112,1584,6030
179856,37,Option de base simple,1 D2 TT,1 D2 3 TT,2120,LANGUE MODERNE II ANGLAIS,2015-09-01,9999-12-31,,En cours,6023,52,112,1587,6030
179857,37,Option de base groupée,1 D2 TT,1 D2 3 TT,7127,SCIENCES ECONOMIQUES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,52,112,893,6030
179859,37,Option de base simple,1 D3 G,1 D3 5 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1584,6030
179861,37,Option de base simple,1 D3 G,1 D3 5 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,121,1587,6030
179862,37,Option de base simple,1 D3 G,1 D3 5 G,2209,LANGUE MODERNE III ALLEMAND,2014-09-01,9999-12-31,,En cours,6023,56,121,1593,6030
179863,37,Option de base simple,1 D3 G,1 D3 5 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,121,1629,6030
179869,37,Option de base groupée,1 D3 P,1 D3 5 P,8207,PUERICULTURE,2014-09-01,9999-12-31,,En cours,6022,57,126,919,6030
179871,37,Option de base groupée,1 D3 P,1 D3 7B P,8213,PUERICULTEUR/PUERICULTRICE,2014-09-01,9999-12-31,,En cours,6022,57,128,922,6030
179873,37,Option de base groupée,1 D3 TQ,1 D3 5 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2014-09-01,9999-12-31,,En cours,6022,58,132,891,6030
179874,37,Option de base groupée,1 D3 TQ,1 D3 5 TQ,8109,TECHNIQUES SOCIALES,2014-09-01,9999-12-31,,En cours,6022,58,132,910,6030
179877,37,Option de base groupée,1 D3 TT,1 D3 5 TT,7127,SCIENCES ECONOMIQUES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,59,136,893,6030
179878,37,Option de base simple,1 D3 TT,1 D3 5 TT,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,59,136,1587,6030
