NS_SA_ID,NS_ETAB_ID,TE_STRUCTURE,CO_DEGRE_SPEC,CO_ANNEE_ETUDES,CO_OPTION,TE_INTITULE,DT_DEBUT,DT_FIN,DT_EXPIRATION,TE_STATUT,NS_PARAM_ID_SA,NS_OBJ_ID_DEGR_SPEC,NS_OBJ_ID_ANNEE_ETUDE,NS_OBJ_ID_SA,NS_PARAM_ID_STATUT
198221,428,Option de base groupée,1 D2 TT,1 D2 4 TT,9113,INFORMATIQUE,2014-09-01,9999-12-31,,En cours,6022,52,113,950,6030
198222,428,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198223,428,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198224,428,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198228,428,Option de base groupée,1 D3 P,1 D3 6 P,7405,AUXILIAIRE ADMINISTRATIF ET D'ACCUEIL/AUXILIAIRE ADMINISTRATIVE ET D'ACCUEIL,2014-09-01,9999-12-31,,En cours,6022,57,127,900,6030
198229,428,Option de base groupée,1 D3 TQ,1 D3 6 TQ,2409,ELECTRICIEN AUTOMATICIEN/ELECTRICIENNE AUTOMATICIENNE,2014-09-01,9999-12-31,,En cours,6022,58,134,706,6030
198230,428,Option de base groupée,1 D3 TQ,1 D3 6 TQ,7123,TECHNICIEN COMMERCIAL/TECHNICIENNE COMMERCIALE,2014-09-01,9999-12-31,,En cours,6022,58,134,890,6030
198231,428,Option de base simple,1 D3 TT,1 D3 6 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,59,137,1584,6030
198232,428,Option de base groupée,1 D3 TT,1 D3 6 TT,9113,INFORMATIQUE,2014-09-01,9999-12-31,,En cours,6022,59,137,950,6030
198235,462,Option de base simple,1 D2 G,1 D2 4 G,1379,EDUCATION ARTISTIQUE,2014-09-01,9999-12-31,,En cours,6023,49,106,1269,6030
198236,462,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198237,462,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198238,462,Option de base simple,1 D2 G,1 D2 4 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,49,106,1831,6030
198240,462,Option de base simple,1 D2 G,1 D2 4 G,3926,GREC 2H,2014-09-01,9999-12-31,,En cours,6023,49,106,2441,6030
198241,462,Option de base simple,1 D3 G,1 D3 6 G,1379,EDUCATION ARTISTIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1269,6030
198242,462,Option de base simple,1 D3 G,1 D3 6 G,1658,HISTOIRE DE L'ART ET INFOGRAPHIE,2014-09-01,9999-12-31,,En cours,6023,56,122,1458,6030
198243,462,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198244,462,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198245,462,Option de base simple,1 D3 G,1 D3 6 G,2213,LANGUE MODERNE III ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,122,1596,6030
198246,462,Option de base simple,1 D3 G,1 D3 6 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,56,122,1831,6030
198247,462,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198248,462,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198251,462,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2017-01-15,9999-12-31,,En cours,6023,49,106,1607,6030
198252,462,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2017-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198253,463,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,49,106,1271,6030
198254,463,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198255,463,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198256,463,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198257,463,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,106,1607,6030
198258,463,Option de base simple,1 D2 G,1 D2 4 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,49,106,1450,6030
198259,463,Option de base simple,1 D2 G,1 D2 4 G,3926,GREC 2H,2014-09-01,9999-12-31,,En cours,6023,49,106,2441,6030
198260,463,Option de base simple,1 D3 G,1 D3 6 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,56,122,1271,6030
198261,463,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198262,463,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198264,463,Option de base simple,1 D3 G,1 D3 6 G,2213,LANGUE MODERNE III ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,122,1596,6030
198265,463,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198266,463,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198267,463,Option de base simple,1 D3 G,1 D3 6 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,56,122,1450,6030
198268,463,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198270,463,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2016-09-01,9999-12-31,,En cours,6023,49,106,2726,6030
198271,463,Option de base simple,1 D3 G,1 D3 6 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2016-09-01,9999-12-31,,En cours,6023,56,122,2726,6030
198272,463,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198273,464,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,49,106,1271,6030
198274,464,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198275,464,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198276,464,Option de base simple,1 D2 G,1 D2 4 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,49,106,1831,6030
198277,464,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,106,1607,6030
198278,464,Option de base simple,1 D2 G,1 D2 4 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,49,106,1450,6030
198279,464,Option de base groupée,1 D2 TQ,1 D2 4 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2014-09-01,9999-12-31,,En cours,6022,51,110,913,6030
198283,464,Option de base simple,1 D3 G,1 D3 6 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,56,122,1271,6030
198284,464,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198285,464,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198286,464,Option de base simple,1 D3 G,1 D3 6 G,2213,LANGUE MODERNE III ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,122,1596,6030
198287,464,Option de base simple,1 D3 G,1 D3 6 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,56,122,1831,6030
198288,464,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198289,464,Option de base simple,1 D3 G,1 D3 6 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,56,122,1450,6030
198290,464,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198292,464,Option de base groupée,1 D3 TQ,1 D3 6 TQ,8109,TECHNIQUES SOCIALES,2014-09-01,9999-12-31,,En cours,6022,58,134,910,6030
198295,464,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2015-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198296,464,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2016-09-01,9999-12-31,,En cours,6023,49,106,2726,6030
198297,464,Option de base simple,1 D3 G,1 D3 6 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2016-09-01,9999-12-31,,En cours,6023,56,122,2726,6030
198298,464,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198300,464,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2017-10-01,9999-12-31,,En cours,6023,56,122,1822,6030
198301,480,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198302,480,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198303,480,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198305,480,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198306,480,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198307,480,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198308,480,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198312,480,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198313,492,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,49,106,1271,6030
198314,492,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198315,492,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198316,492,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198317,492,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,106,1607,6030
198318,492,Option de base simple,1 D2 G,1 D2 4 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,49,106,1450,6030
198319,492,Option de base simple,1 D3 G,1 D3 6 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,56,122,1271,6030
198320,492,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198321,492,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198322,492,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198323,492,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198324,492,Option de base simple,1 D3 G,1 D3 6 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,56,122,1450,6030
198325,492,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198326,492,Option de base simple,1 D3 G,1 D3 6 G,5201,HISTOIRE,2014-09-01,9999-12-31,,En cours,6023,56,122,1455,6030
198328,492,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2016-09-01,9999-12-31,,En cours,6023,49,106,2726,6030
198329,492,Option de base simple,1 D3 G,1 D3 6 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2016-09-01,9999-12-31,,En cours,6023,56,122,2726,6030
198330,492,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198331,494,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198332,494,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198333,494,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198334,494,Option de base simple,1 D2 G,1 D2 4 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,49,106,1831,6030
198335,494,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198336,494,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198337,494,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198338,494,Option de base simple,1 D3 G,1 D3 6 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,56,122,1831,6030
198339,494,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198341,494,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198342,514,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198343,514,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198344,514,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198345,514,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,106,1607,6030
198347,514,Option de base simple,1 D2 TT,1 D2 4 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,113,1584,6030
198348,514,Option de base groupée,1 D2 TT,1 D2 4 TT,6101,ARTS,2014-09-01,9999-12-31,,En cours,6022,52,113,860,6030
198349,514,Option de base groupée,1 D2 TT,1 D2 4 TT,8107,SCIENCES SOCIALES ET EDUCATIVES,2014-09-01,9999-12-31,,En cours,6022,52,113,908,6030
198350,514,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198351,514,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198352,514,Option de base simple,1 D3 G,1 D3 6 G,2213,LANGUE MODERNE III ESPAGNOL,2014-09-01,9999-12-31,,En cours,6023,56,122,1596,6030
198353,514,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198356,514,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198357,514,Option de base simple,1 D3 G,1 D3 6 G,5201,HISTOIRE,2014-09-01,9999-12-31,,En cours,6023,56,122,1455,6030
198359,514,Option de base simple,1 D3 TT,1 D3 6 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,59,137,1584,6030
198361,514,Option de base groupée,1 D3 TT,1 D3 6 TT,8107,SCIENCES SOCIALES ET EDUCATIVES,2014-09-01,9999-12-31,,En cours,6022,59,137,908,6030
198363,514,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2016-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198364,514,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198365,517,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198366,517,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198367,517,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198368,517,Option de base simple,1 D2 G,1 D2 4 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,49,106,1831,6030
198369,517,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,106,1607,6030
198370,517,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198371,517,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198372,517,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198373,517,Option de base simple,1 D3 G,1 D3 6 G,2664,SCIENCES SOCIALES,2014-09-01,9999-12-31,,En cours,6023,56,122,1831,6030
198374,517,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198375,517,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198376,517,Option de base simple,1 D3 G,1 D3 6 G,5201,HISTOIRE,2014-09-01,9999-12-31,,En cours,6023,56,122,1455,6030
198378,517,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198379,519,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198380,519,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198381,519,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198382,519,Option de base groupée,1 D2 TQ,1 D2 4 TQ,7406,SECRETARIAT-TOURISME,2014-09-01,9999-12-31,,En cours,6022,51,110,901,6030
198383,519,Option de base groupée,1 D2 TQ,1 D2 4 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2014-09-01,9999-12-31,,En cours,6022,51,110,913,6030
198384,519,Option de base simple,1 D2 TT,1 D2 4 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,113,1584,6030
198386,519,Option de base groupée,1 D3 TQ,1 D3 6 TQ,7123,TECHNICIEN COMMERCIAL/TECHNICIENNE COMMERCIALE,2014-09-01,9999-12-31,,En cours,6022,58,134,890,6030
198387,519,Option de base groupée,1 D3 TQ,1 D3 6 TQ,7124,TECHNICIEN/TECHNICIENNE EN COMPTABILITE,2014-09-01,9999-12-31,,En cours,6022,58,134,891,6030
198388,519,Option de base groupée,1 D3 TQ,1 D3 6 TQ,7404,AGENT/AGENTE  EN ACCUEIL ET TOURISME,2014-09-01,9999-12-31,,En cours,6022,58,134,899,6030
198389,519,Option de base groupée,1 D3 TQ,1 D3 6 TQ,8109,TECHNIQUES SOCIALES,2014-09-01,9999-12-31,,En cours,6022,58,134,910,6030
198390,541,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198391,541,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198392,541,Option de base simple,1 D2 G,1 D2 4 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,49,106,1822,6030
198393,541,Option de base simple,1 D2 G,1 D2 4 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,49,106,1607,6030
198394,541,Option de base simple,1 D2 G,1 D2 4 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,49,106,1450,6030
198395,541,Option de base simple,1 D2 TT,1 D2 4 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,113,1584,6030
198396,541,Option de base groupée,1 D2 TT,1 D2 4 TT,8107,SCIENCES SOCIALES ET EDUCATIVES,2014-09-01,9999-12-31,,En cours,6022,52,113,908,6030
198397,541,Option de base simple,1 D3 G,1 D3 6 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1584,6030
198398,541,Option de base simple,1 D3 G,1 D3 6 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,56,122,1587,6030
198399,541,Option de base simple,1 D3 G,1 D3 6 G,2652,SCIENCES ECONOMIQUES,2014-09-01,9999-12-31,,En cours,6023,56,122,1822,6030
198400,541,Option de base simple,1 D3 G,1 D3 6 G,2814,LATIN,2014-09-01,9999-12-31,,En cours,6023,56,122,1607,6030
198401,541,Option de base simple,1 D3 G,1 D3 6 G,2926,GREC,2014-09-01,9999-12-31,,En cours,6023,56,122,1450,6030
198402,541,Option de base simple,1 D3 G,1 D3 6 G,3101,MATHEMATIQUE,2014-09-01,9999-12-31,,En cours,6023,56,122,1629,6030
198404,541,Option de base simple,1 D3 TT,1 D3 6 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,59,137,1584,6030
198405,541,Option de base groupée,1 D3 TT,1 D3 6 TT,8208,SCIENCES PARAMEDICALES,2014-09-01,9999-12-31,,En cours,6022,59,137,920,6030
198406,541,Option de base simple,1 D3 G,1 D3 6 G,6101,SCIENCES,2016-09-01,9999-12-31,,En cours,6023,56,122,2493,6030
198408,543,Option de base groupée,1 D2 TQ,1 D2 4 TQ,8120,TECHNIQUES SOCIALES ET D'ANIMATION,2014-09-01,9999-12-31,,En cours,6022,51,110,913,6030
198409,543,Option de base simple,1 D2 TT,1 D2 4 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,113,1584,6030
198410,543,Option de base simple,1 D2 TT,1 D2 4R TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,52,114,1584,6030
198411,543,Option de base groupée,1 D2 TT,1 D2 4 TT,7127,SCIENCES ECONOMIQUES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,52,113,893,6030
198412,543,Option de base groupée,1 D2 TT,1 D2 4 TT,8401,EDUCATION PHYSIQUE,2014-09-01,9999-12-31,,En cours,6022,52,113,937,6030
198413,543,Option de base groupée,1 D3 P,1 D3 6 P,7405,AUXILIAIRE ADMINISTRATIF ET D'ACCUEIL/AUXILIAIRE ADMINISTRATIVE ET D'ACCUEIL,2014-09-01,9999-12-31,,En cours,6022,57,127,900,6030
198414,543,Option de base groupée,1 D3 TQ,1 D3 6 TQ,8113,AGENT/AGENTE D'EDUCATION,2014-09-01,9999-12-31,,En cours,6022,58,134,912,6030
198415,543,Option de base simple,1 D3 TT,1 D3 6 TT,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,59,137,1584,6030
198416,543,Option de base groupée,1 D3 TT,1 D3 6 TT,7127,SCIENCES ECONOMIQUES APPLIQUEES,2014-09-01,9999-12-31,,En cours,6022,59,137,893,6030
198417,543,Option de base groupée,1 D3 TT,1 D3 6 TT,8401,EDUCATION PHYSIQUE,2014-09-01,9999-12-31,,En cours,6022,59,137,937,6030
198418,567,Option de base simple,1 D2 G,1 D2 4 G,1384,EDUCATION ARTISTIQUE : ARTS D'EXPRESSION,2014-09-01,9999-12-31,,En cours,6023,49,106,1271,6030
198419,567,Option de base simple,1 D2 G,1 D2 4 G,2007,LANGUE MODERNE I ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1583,6030
198420,567,Option de base simple,1 D2 G,1 D2 4 G,2008,LANGUE MODERNE I NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1584,6030
198421,567,Option de base simple,1 D2 G,1 D2 4 G,2119,LANGUE MODERNE II ALLEMAND,2014-09-01,9999-12-31,,En cours,6023,49,106,1586,6030
198422,567,Option de base simple,1 D2 G,1 D2 4 G,2120,LANGUE MODERNE II ANGLAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1587,6030
198423,567,Option de base simple,1 D2 G,1 D2 4 G,2121,LANGUE MODERNE II NEERLANDAIS,2014-09-01,9999-12-31,,En cours,6023,49,106,1591,6030
