NS_SA_ID,CO_ANNEE_ETUDES,PRIMAIRE_SELECT,PRIM_CONNAIT_ECOL_SECOND,1E_SECOND_SELECT,2E_SECOND_SELECT,3E_SECOND_SELECT,4E_SECOND_SELECT ,5E_SECOND_SELECT ,6E_SECOND_SELECT ,7E_SECOND_SELECT ,1E_CONNAIT_CHOIX_3E,1E_OBTENIR_CEB,2E_EXERC_METIER_FIN_SECOND,2E_TMP_PARTIEL_ECOL_ENTREPR,2E_ORIENT_ENSEIGN_GEN,2E_ORIENT_ENSEIGN_TECH_PRO,2E_PAS_CEB,3E_CHANG_OPT_FILIERE,3E_EXERC_METIER_FIN_SECOND,3E_REORIENT_FIN_3E,3E_TMP_PARTIEL_ECOL_ENTREPR,4E_CHANG_OPT_FILIERE,4E_EXERC_METIER_FIN_SECOND,4E_REORIENT_FIN_4E,4E_TMP_PART_ECOL_ENTREP,5E_CONNAIT_DIFF_POSS_SUP,5E_CONNAIT_HECOL_UNIV_PLAIT_M,5E_DECOUV_METIER_MOND_TRAV,6E_CONNAIT_APPORT_7E,6E_CONNAIT_DIFF_BACH_MSTR,6E_CONNAIT_DIFF_HECOL_UNIV,6E_CONNAIT_DIFF_POSS_SUP,6E_CONNAIT_ECOL_OFFRE_7E,6E_CONNAIT_HECOL_UNIV_PLAIT_M,6E_REAL_PROJ_ETRANG_FIN_6E,7E_CONNAIT_DIFF_BACH_MSTR,7E_CONNAIT_DIFF_HECOL_UNIV,7E_CONNAIT_HECOL_UNIV_MAT_M,7E_REAL_PROJ_FIN_7E,PRESA_MDR,PRIM_CONNAIT_ECOL_SECOND,PRIM_CONNAIT_OPT_SRT_ENSEIGN_SECOND,PRIM_INFO_VIE_SECOND,PRIM_TEMOIGN_VIE_SECOND,PRIMAIRE
198818,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198865,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198866,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198867,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198886,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198901,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198902,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198903,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198957,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198958,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199023,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199024,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199099,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199134,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199135,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199136,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199137,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199152,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199229,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199243,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199266,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199346,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199347,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199427,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199451,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199590,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199591,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199592,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199593,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199669,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199670,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199852,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199853,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199883,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199977,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199978,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200021,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200036,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200037,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200077,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200102,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200222,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200254,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200255,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200256,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200398,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200399,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200497,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200498,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200580,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200581,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200582,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200591,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200601,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200602,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200603,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200604,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200605,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200677,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200707,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200741,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200742,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200752,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200759,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200760,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201117,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201118,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201119,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201120,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201121,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201313,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201314,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201315,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201353,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201370,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201371,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201372,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201373,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201374,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201447,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201448,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201472,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201506,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201507,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201528,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201529,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201547,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201548,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201549,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201550,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201551,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201595,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201623,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201624,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201625,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201645,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201646,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201647,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201714,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201730,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201731,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201756,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201757,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201758,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201811,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201812,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201912,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201914,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201944,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202035,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202036,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202143,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202194,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202238,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202239,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202272,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202273,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202363,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202364,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202365,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202437,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202532,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202614,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202615,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202616,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202662,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202663,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202698,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202740,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202840,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202870,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202872,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202873,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202943,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203092,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203094,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203151,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203152,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203153,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203155,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203156,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203157,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203158,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203230,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203274,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203336,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203337,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203395,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203396,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203397,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203444,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203445,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203446,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203543,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203544,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203545,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203546,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203548,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203643,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203646,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203647,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203648,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203923,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204010,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204017,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204018,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204019,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204134,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204263,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204304,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204395,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204396,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204451,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204461,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204462,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204479,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204588,1 D2 4 P,primaire_select,prim_connait_ecol_second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
