NS_SA_ID,PRIMAIRE_SELECT,PRIM_CONNAIT_ECOL_SECOND,CO_ANNEE_ETUDES
232278,primaire_select,prim_connait_ecol_second,1 DQ 5 P
232279,primaire_select,prim_connait_ecol_second,1 DQ 5 P
232280,primaire_select,prim_connait_ecol_second,1 DQ 5 P
232281,primaire_select,prim_connait_ecol_second,1 DQ 5 P
232286,primaire_select,prim_connait_ecol_second,1 DQ 5 P
232288,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232290,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232292,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232293,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232296,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232297,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232300,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232301,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232303,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232304,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232305,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232306,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232315,primaire_select,prim_connait_ecol_second,1 DQ 4 TQ
232316,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232317,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232318,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232319,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232320,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232321,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232322,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232323,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232324,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232325,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232326,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232327,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232328,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232329,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232330,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232331,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232332,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232333,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232334,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232335,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232336,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232337,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232339,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232340,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232341,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232342,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232343,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232344,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232345,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232347,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232348,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232349,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232350,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232351,primaire_select,prim_connait_ecol_second,1 DQ 4 P
232353,primaire_select,prim_connait_ecol_second,1 D3 7PES
232354,primaire_select,prim_connait_ecol_second,1 D3 7PES
232355,primaire_select,prim_connait_ecol_second,1 D3 7PES
232356,primaire_select,prim_connait_ecol_second,1 D3 7PES
232357,primaire_select,prim_connait_ecol_second,1 D3 7L G
232358,primaire_select,prim_connait_ecol_second,1 D3 7C P
232359,primaire_select,prim_connait_ecol_second,1 D3 7C P
232360,primaire_select,prim_connait_ecol_second,1 D3 7C P
232363,primaire_select,prim_connait_ecol_second,1 D3 7C P
232364,primaire_select,prim_connait_ecol_second,1 D3 7C P
232366,primaire_select,prim_connait_ecol_second,1 D3 7C P
232367,primaire_select,prim_connait_ecol_second,1 D3 7C P
232369,primaire_select,prim_connait_ecol_second,1 D3 7C P
232370,primaire_select,prim_connait_ecol_second,1 D3 7B P
232371,primaire_select,prim_connait_ecol_second,1 D3 7B P
232372,primaire_select,prim_connait_ecol_second,1 D3 7B P
232373,primaire_select,prim_connait_ecol_second,1 D3 7B P
232374,primaire_select,prim_connait_ecol_second,1 D3 7B P
232375,primaire_select,prim_connait_ecol_second,1 D3 7B P
232376,primaire_select,prim_connait_ecol_second,1 D3 7B P
232379,primaire_select,prim_connait_ecol_second,1 D3 7B P
232382,primaire_select,prim_connait_ecol_second,1 D3 7B P
232384,primaire_select,prim_connait_ecol_second,1 D3 7B P
232385,primaire_select,prim_connait_ecol_second,1 D3 7B P
232386,primaire_select,prim_connait_ecol_second,1 D3 7B P
232387,primaire_select,prim_connait_ecol_second,1 D3 7B P
232388,primaire_select,prim_connait_ecol_second,1 D3 7B P
232389,primaire_select,prim_connait_ecol_second,1 D3 7B P
232392,primaire_select,prim_connait_ecol_second,1 D3 7B P
232393,primaire_select,prim_connait_ecol_second,1 D3 7B P
232394,primaire_select,prim_connait_ecol_second,1 D3 7B P
232395,primaire_select,prim_connait_ecol_second,1 D3 7B P
232396,primaire_select,prim_connait_ecol_second,1 D3 7B P
232397,primaire_select,prim_connait_ecol_second,1 D3 7B P
232398,primaire_select,prim_connait_ecol_second,1 D3 7B P
232399,primaire_select,prim_connait_ecol_second,1 D3 7B P
232400,primaire_select,prim_connait_ecol_second,1 D3 7B P
232401,primaire_select,prim_connait_ecol_second,1 D3 7B P
232402,primaire_select,prim_connait_ecol_second,1 D3 7B P
232403,primaire_select,prim_connait_ecol_second,1 D3 7B P
232404,primaire_select,prim_connait_ecol_second,1 D3 7B P
232405,primaire_select,prim_connait_ecol_second,1 D3 7B P
232406,primaire_select,prim_connait_ecol_second,1 D3 7B P
232409,primaire_select,prim_connait_ecol_second,1 D3 7B P
232410,primaire_select,prim_connait_ecol_second,1 D3 7B P
232412,primaire_select,prim_connait_ecol_second,1 D3 7B P
232413,primaire_select,prim_connait_ecol_second,1 D3 7B P
232414,primaire_select,prim_connait_ecol_second,1 D3 7B P
232417,primaire_select,prim_connait_ecol_second,1 D3 7B P
232418,primaire_select,prim_connait_ecol_second,1 D3 7B P
232419,primaire_select,prim_connait_ecol_second,1 D3 7B P
232420,primaire_select,prim_connait_ecol_second,1 D3 7B P
232421,primaire_select,prim_connait_ecol_second,1 D3 7B P
232422,primaire_select,prim_connait_ecol_second,1 D3 7B P
232423,primaire_select,prim_connait_ecol_second,1 D3 7B P
232425,primaire_select,prim_connait_ecol_second,1 D3 7B P
232426,primaire_select,prim_connait_ecol_second,1 D3 7B P
232427,primaire_select,prim_connait_ecol_second,1 D3 7B P
232428,primaire_select,prim_connait_ecol_second,1 D3 7B P
232429,primaire_select,prim_connait_ecol_second,1 D3 7B P
232430,primaire_select,prim_connait_ecol_second,1 D3 7B P
232431,primaire_select,prim_connait_ecol_second,1 D3 7B P
232432,primaire_select,prim_connait_ecol_second,1 D3 7B P
232433,primaire_select,prim_connait_ecol_second,1 D3 7B P
232435,primaire_select,prim_connait_ecol_second,1 D3 7B P
232438,primaire_select,prim_connait_ecol_second,1 D3 7B P
232440,primaire_select,prim_connait_ecol_second,1 D3 7B P
232441,primaire_select,prim_connait_ecol_second,1 D3 7B P
232443,primaire_select,prim_connait_ecol_second,1 D3 7B P
232444,primaire_select,prim_connait_ecol_second,1 D3 7B P
232445,primaire_select,prim_connait_ecol_second,1 D3 7B P
232446,primaire_select,prim_connait_ecol_second,1 D3 7B P
232447,primaire_select,prim_connait_ecol_second,1 D3 7B P
232448,primaire_select,prim_connait_ecol_second,1 D3 7B P
232449,primaire_select,prim_connait_ecol_second,1 D3 7B P
232450,primaire_select,prim_connait_ecol_second,1 D3 7B P
232451,primaire_select,prim_connait_ecol_second,1 D3 7B P
232452,primaire_select,prim_connait_ecol_second,1 D3 7B P
232453,primaire_select,prim_connait_ecol_second,1 D3 7B P
232454,primaire_select,prim_connait_ecol_second,1 D3 7B P
232455,primaire_select,prim_connait_ecol_second,1 D3 7B P
232456,primaire_select,prim_connait_ecol_second,1 D3 7B P
232457,primaire_select,prim_connait_ecol_second,1 D3 7B P
232458,primaire_select,prim_connait_ecol_second,1 D3 7B P
232459,primaire_select,prim_connait_ecol_second,1 D3 7B P
232460,primaire_select,prim_connait_ecol_second,1 D3 7B P
232461,primaire_select,prim_connait_ecol_second,1 D3 7B P
232462,primaire_select,prim_connait_ecol_second,1 D3 7B P
232463,primaire_select,prim_connait_ecol_second,1 D3 7B P
232464,primaire_select,prim_connait_ecol_second,1 D3 7B P
232465,primaire_select,prim_connait_ecol_second,1 D3 7B P
232466,primaire_select,prim_connait_ecol_second,1 D3 7B P
232467,primaire_select,prim_connait_ecol_second,1 D3 7B P
232468,primaire_select,prim_connait_ecol_second,1 D3 7B P
232469,primaire_select,prim_connait_ecol_second,1 D3 7B P
232470,primaire_select,prim_connait_ecol_second,1 D3 7B P
232471,primaire_select,prim_connait_ecol_second,1 D3 7B P
232472,primaire_select,prim_connait_ecol_second,1 D3 7B P
232473,primaire_select,prim_connait_ecol_second,1 D3 7B P
232474,primaire_select,prim_connait_ecol_second,1 D3 7B P
232475,primaire_select,prim_connait_ecol_second,1 D3 7B P
232476,primaire_select,prim_connait_ecol_second,1 D3 7B P
232477,primaire_select,prim_connait_ecol_second,1 D3 7B P
232478,primaire_select,prim_connait_ecol_second,1 D3 7B P
232479,primaire_select,prim_connait_ecol_second,1 D3 7B P
232480,primaire_select,prim_connait_ecol_second,1 D3 7B P
232481,primaire_select,prim_connait_ecol_second,1 D3 7B P
232482,primaire_select,prim_connait_ecol_second,1 D3 7B P
232483,primaire_select,prim_connait_ecol_second,1 D3 7B P
232484,primaire_select,prim_connait_ecol_second,1 D3 7B P
232485,primaire_select,prim_connait_ecol_second,1 D3 7B P
232486,primaire_select,prim_connait_ecol_second,1 D3 7B P
232487,primaire_select,prim_connait_ecol_second,1 D3 7B P
232488,primaire_select,prim_connait_ecol_second,1 D3 7B P
232498,primaire_select,prim_connait_ecol_second,1 D3 7B P
232499,primaire_select,prim_connait_ecol_second,1 D3 7B P
232500,primaire_select,prim_connait_ecol_second,1 D3 7B P
232501,primaire_select,prim_connait_ecol_second,1 D3 7B P
232502,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232503,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232504,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232505,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232506,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232508,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232509,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232510,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232511,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232512,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232513,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232515,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232516,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232517,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232518,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232519,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232520,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232521,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232523,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232524,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232525,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232526,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232528,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232529,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232530,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232531,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232532,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232533,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232534,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232535,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232536,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232537,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232538,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232540,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232541,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232542,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232543,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232544,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232545,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232546,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232547,primaire_select,prim_connait_ecol_second,1 D3 7 TQ
232548,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232549,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232550,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232551,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232552,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232553,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232556,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232558,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232560,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232561,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232563,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232565,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232566,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232568,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232570,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232572,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232579,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232581,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232582,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232584,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232587,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232589,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232592,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232594,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232595,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232596,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232598,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232600,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232602,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232604,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232606,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232608,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232610,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232612,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232614,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232616,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232617,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232620,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232622,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232624,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232625,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232626,primaire_select,prim_connait_ecol_second,1 D3 6 TT
232627,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232628,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232629,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232630,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232631,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232632,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232633,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232635,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232636,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232637,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232638,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232639,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232640,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232641,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232642,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232643,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232644,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232645,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232646,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232647,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232648,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232649,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232650,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232651,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232652,primaire_select,prim_connait_ecol_second,1 D3 6 TQ
232653,primaire_select,prim_connait_ecol_second,1 D3 6 P
232654,primaire_select,prim_connait_ecol_second,1 D3 6 P
232655,primaire_select,prim_connait_ecol_second,1 D3 6 P
232656,primaire_select,prim_connait_ecol_second,1 D3 6 P
232658,primaire_select,prim_connait_ecol_second,1 D3 6 P
232659,primaire_select,prim_connait_ecol_second,1 D3 6 P
232661,primaire_select,prim_connait_ecol_second,1 D3 6 P
232662,primaire_select,prim_connait_ecol_second,1 D3 6 P
232663,primaire_select,prim_connait_ecol_second,1 D3 6 P
232664,primaire_select,prim_connait_ecol_second,1 D3 6 P
232666,primaire_select,prim_connait_ecol_second,1 D3 6 P
232667,primaire_select,prim_connait_ecol_second,1 D3 6 P
232669,primaire_select,prim_connait_ecol_second,1 D3 6 P
232670,primaire_select,prim_connait_ecol_second,1 D3 6 P
232671,primaire_select,prim_connait_ecol_second,1 D3 6 P
232672,primaire_select,prim_connait_ecol_second,1 D3 6 G
232673,primaire_select,prim_connait_ecol_second,1 D3 6 G
232675,primaire_select,prim_connait_ecol_second,1 D3 6 G
232676,primaire_select,prim_connait_ecol_second,1 D3 6 G
232677,primaire_select,prim_connait_ecol_second,1 D3 6 G
232678,primaire_select,prim_connait_ecol_second,1 D3 6 G
232679,primaire_select,prim_connait_ecol_second,1 D3 6 G
232680,primaire_select,prim_connait_ecol_second,1 D3 6 G
232681,primaire_select,prim_connait_ecol_second,1 D3 6 G
232682,primaire_select,prim_connait_ecol_second,1 D3 6 G
232683,primaire_select,prim_connait_ecol_second,1 D3 6 G
232684,primaire_select,prim_connait_ecol_second,1 D3 6 G
232685,primaire_select,prim_connait_ecol_second,1 D3 6 G
232686,primaire_select,prim_connait_ecol_second,1 D3 6 G
232687,primaire_select,prim_connait_ecol_second,1 D3 6 G
232688,primaire_select,prim_connait_ecol_second,1 D3 6 G
232689,primaire_select,prim_connait_ecol_second,1 D3 6 G
232690,primaire_select,prim_connait_ecol_second,1 D3 6 G
232691,primaire_select,prim_connait_ecol_second,1 D3 6 G
232692,primaire_select,prim_connait_ecol_second,1 D3 6 G
232693,primaire_select,prim_connait_ecol_second,1 D3 6 G
232694,primaire_select,prim_connait_ecol_second,1 D3 6 G
232696,primaire_select,prim_connait_ecol_second,1 D3 6 G
232698,primaire_select,prim_connait_ecol_second,1 D3 6 G
232699,primaire_select,prim_connait_ecol_second,1 D3 6 G
232700,primaire_select,prim_connait_ecol_second,1 D3 6 G
232701,primaire_select,prim_connait_ecol_second,1 D3 6 G
232702,primaire_select,prim_connait_ecol_second,1 D3 6 G
232703,primaire_select,prim_connait_ecol_second,1 D3 6 G
232704,primaire_select,prim_connait_ecol_second,1 D3 6 G
232705,primaire_select,prim_connait_ecol_second,1 D3 6 G
232706,primaire_select,prim_connait_ecol_second,1 D3 6 G
232707,primaire_select,prim_connait_ecol_second,1 D3 6 G
232708,primaire_select,prim_connait_ecol_second,1 D3 6 G
232710,primaire_select,prim_connait_ecol_second,1 D3 6 G
232711,primaire_select,prim_connait_ecol_second,1 D3 6 G
232712,primaire_select,prim_connait_ecol_second,1 D3 6 G
232713,primaire_select,prim_connait_ecol_second,1 D3 6 G
232714,primaire_select,prim_connait_ecol_second,1 D3 6 G
232715,primaire_select,prim_connait_ecol_second,1 D3 6 G
232717,primaire_select,prim_connait_ecol_second,1 D3 6 G
232719,primaire_select,prim_connait_ecol_second,1 D3 6 G
232723,primaire_select,prim_connait_ecol_second,1 D3 6 G
232724,primaire_select,prim_connait_ecol_second,1 D3 6 G
232725,primaire_select,prim_connait_ecol_second,1 D3 6 G
232726,primaire_select,prim_connait_ecol_second,1 D3 6 G
232727,primaire_select,prim_connait_ecol_second,1 D3 6 G
232728,primaire_select,prim_connait_ecol_second,1 D3 6 G
232730,primaire_select,prim_connait_ecol_second,1 D3 6 G
232733,primaire_select,prim_connait_ecol_second,1 D3 6 G
232734,primaire_select,prim_connait_ecol_second,1 D3 6 G
232735,primaire_select,prim_connait_ecol_second,1 D3 6 G
232736,primaire_select,prim_connait_ecol_second,1 D3 6 G
232738,primaire_select,prim_connait_ecol_second,1 D3 6 G
232739,primaire_select,prim_connait_ecol_second,1 D3 6 G
232740,primaire_select,prim_connait_ecol_second,1 D3 6 G
232741,primaire_select,prim_connait_ecol_second,1 D3 6 G
232742,primaire_select,prim_connait_ecol_second,1 D3 6 G
232743,primaire_select,prim_connait_ecol_second,1 D3 6 G
232744,primaire_select,prim_connait_ecol_second,1 D3 6 G
232745,primaire_select,prim_connait_ecol_second,1 D3 6 G
232746,primaire_select,prim_connait_ecol_second,1 D3 6 G
232747,primaire_select,prim_connait_ecol_second,1 D3 6 G
232749,primaire_select,prim_connait_ecol_second,1 D3 6 G
232750,primaire_select,prim_connait_ecol_second,1 D3 6 G
232751,primaire_select,prim_connait_ecol_second,1 D3 6 G
232752,primaire_select,prim_connait_ecol_second,1 D3 6 G
232753,primaire_select,prim_connait_ecol_second,1 D3 6 G
232754,primaire_select,prim_connait_ecol_second,1 D3 6 G
232755,primaire_select,prim_connait_ecol_second,1 D3 6 G
232760,primaire_select,prim_connait_ecol_second,1 D3 6 G
232761,primaire_select,prim_connait_ecol_second,1 D3 6 G
232762,primaire_select,prim_connait_ecol_second,1 D3 6 G
232763,primaire_select,prim_connait_ecol_second,1 D3 6 G
232764,primaire_select,prim_connait_ecol_second,1 D3 6 G
232765,primaire_select,prim_connait_ecol_second,1 D3 6 G
232766,primaire_select,prim_connait_ecol_second,1 D3 6 G
232771,primaire_select,prim_connait_ecol_second,1 D3 6 G
232773,primaire_select,prim_connait_ecol_second,1 D3 6 G
232777,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232778,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232779,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232781,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232782,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232783,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232784,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232785,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232787,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232789,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232791,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232793,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232796,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232797,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232798,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232799,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232800,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232801,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232802,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232803,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232804,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232805,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232806,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232810,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232811,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232812,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232813,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232814,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232815,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232816,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232818,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232819,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232820,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232821,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232822,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232823,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232824,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232825,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232827,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232828,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232829,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232830,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232831,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232832,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232833,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232834,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232835,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232836,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232837,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232838,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232839,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232840,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232841,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232842,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232843,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232844,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232845,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232846,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232847,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232848,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232849,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232850,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232851,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232852,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232853,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232854,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232855,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232856,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232857,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232858,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232860,primaire_select,prim_connait_ecol_second,1 D3 5 TT
232861,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232862,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232863,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232865,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232866,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232867,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232868,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232869,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232870,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
232871,primaire_select,prim_connait_ecol_second,1 D3 5 TQ
