NOM_ETAB,NUMERO_FASE_ETAB,CUSTOM_CAT_AE_CODE__FILTRE_FACETS,
Institut des Soeurs de Notre-Dame,29,"1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second",x
INSTITUT NOTRE-DAME,30,"1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 DQ 5 P,primaire_select,prim_connait_ecol_second,1 DQ 5 P,primaire_select,prim_connait_ecol_second,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 DQ 6 P,primaire_select,prim_connait_ecol_second,1 DQ 6 P,primaire_select,prim_connait_ecol_second,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen",x
ATHENEE ROYAL LEONARDO DA VINCI,33,"1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 DQ 5 P,primaire_select,prim_connait_ecol_second,1 DQ 5 P,primaire_select,prim_connait_ecol_second,1 DQ 5 P,primaire_select,prim_connait_ecol_second,1 DQ 5 TQ,primaire_select,prim_connait_ecol_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 DQ 6 P,primaire_select,prim_connait_ecol_second,1 DQ 6 P,primaire_select,prim_connait_ecol_second,1 DQ 6 P,primaire_select,prim_connait_ecol_second,1 DQ 6 TQ,primaire_select,prim_connait_ecol_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 DQ 4 TQ,primaire_select,prim_connait_ecol_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 7 TQ,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second",x
INSTITUT COMMUNAL MARIUS RENARD,35,"1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep",x
INSTITUT MARIE IMMACULEE,37,"1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 G,primaire_select,prim_connait_ecol_second,2e_second_select,2e_orient_enseign_gen,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 G,primaire_select,prim_connait_ecol_second,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 G,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 6 G,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 DQ 5 P,primaire_select,prim_connait_ecol_second,1 DQ 6 P,primaire_select,prim_connait_ecol_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 DQ 4 P,primaire_select,prim_connait_ecol_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second",x
Institut Redouté-Peiffer,38,"1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D2 3 TT,primaire_select,prim_connait_ecol_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 5 TT,primaire_select,prim_connait_ecol_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D2 4 TT,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 TT,primaire_select,prim_connait_ecol_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 DQ 4 TQ,primaire_select,prim_connait_ecol_second,1 DQ 5 TQ,primaire_select,prim_connait_ecol_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 7C P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 DQ 6 TQ,primaire_select,prim_connait_ecol_second,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second",x
INSTITUT DE LA PROVIDENCE,40,"1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 P,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D2 3 TQ,primaire_select,prim_connait_ecol_second,2e_second_select,2e_exerc_metier_fin_second,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 7B P,primaire_select,prim_connait_ecol_second,7e_second_select,7e_connait_ecole_propose_7e,1 D3 5 TQ,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep,R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep,R D3 7B P,primaire_select,prim_connait_ecol_second,R D3 7B P,primaire_select,prim_connait_ecol_second,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D3 7B P,primaire_select,prim_connait_ecol_second,R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep,R D3 6 P,primaire_select,prim_connait_ecol_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 P,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D2 4 TQ,primaire_select,prim_connait_ecol_second,3e_second_select,3e_chang_opt_filiere,3e_exerc_metier_fin_second,1 D3 6 P,primaire_select,prim_connait_ecol_second,1 D3 6 TQ,primaire_select,prim_connait_ecol_second,R D3 7B P,primaire_select,prim_connait_ecol_second,R D3 6 P,primaire_select,prim_connait_ecol_second,R D3 6 P,primaire_select,prim_connait_ecol_second,R D3 6 P,primaire_select,prim_connait_ecol_second,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R DQ 4 P,primaire_select,prim_connait_ecol_second,R DQ 5 P,primaire_select,prim_connait_ecol_second,R DQ 5 P,primaire_select,prim_connait_ecol_second,R DQ 5 P,primaire_select,prim_connait_ecol_second,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,1 D3 5 P,primaire_select,prim_connait_ecol_second,4e_second_select,4e_exerc_metier_fin_second,R DQ 5 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second,R DQ 4 P,primaire_select,prim_connait_ecol_second,R DQ 5 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second,R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep,1 D3 6 P,primaire_select,prim_connait_ecol_second,R DQ 4 P,primaire_select,prim_connait_ecol_second,R D3 5 P,primaire_select,prim_connait_ecol_second,4e_tmp_part_ecol_entrep,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R D2 P 45,primaire_select,prim_connait_ecol_second,2e_second_select,3e_second_select,2e_tmp_partiel_ecol_entrepr,3e_tmp_partiel_ecol_entrepr,R DQ 5 P,primaire_select,prim_connait_ecol_second,R DQ 6 P,primaire_select,prim_connait_ecol_second",x
