HAND_ID,NS_ETAB_ID,CO_ETUDE_ID,TE_LM,CO_VALEUR,DT_DEBUT,DT_FIN,SW_LM_1,SW_LM_2,SW_LM_3,SW_LM_1_OBG,SW_LM_2_OBG,SW_LM_3_OBG
15400,1995,GT31 ,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
15401,1995,GT31 ,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
15402,1995,GT31 ,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
15403,1995,GT31 ,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
15404,1995,GT31 ,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
15405,1995,GT31 ,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
15406,1995,GT31 ,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
15407,1995,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
15408,1995,GT31 ,Italien,IT,2014-09-01,9999-12-31,N,O,O,N,N,N
15409,1995,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,O,N,N,N
15410,1995,GT32 ,Allemand,DE,2014-09-01,2016-08-31,O,O,O,N,N,N
15411,1995,GT32 ,Allemand,DE,2016-09-01,9999-12-31,N,O,O,N,N,N
15412,1995,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15413,1995,GT32 ,Arabe,AR,2016-09-01,2016-09-30,N,N,O,N,N,N
15414,1995,GT32 ,Arabe,AR,2016-10-01,2017-08-31,N,N,N,N,N,N
15415,1995,GT32 ,Arabe,AR,2017-09-01,2017-09-30,N,N,O,N,N,N
15416,1995,GT32 ,Arabe,AR,2017-10-01,2018-08-31,N,N,O,N,N,N
15417,1995,GT32 ,Arabe,AR,2018-09-01,2018-09-30,N,N,O,N,N,N
15418,1995,GT32 ,Arabe,AR,2018-10-01,2019-08-31,N,N,O,N,N,N
15419,1995,GT32 ,Arabe,AR,2019-09-01,2019-09-30,N,N,O,N,N,N
15420,1995,GT32 ,Arabe,AR,2019-10-01,2020-08-31,N,N,O,N,N,N
15421,1995,GT32 ,Arabe,AR,2020-09-01,2020-09-30,N,N,O,N,N,N
15422,1995,GT32 ,Arabe,AR,2020-10-01,2021-08-31,N,N,O,N,N,N
15423,1995,GT32 ,Arabe,AR,2021-09-01,2021-09-30,N,N,O,N,N,N
15424,1995,GT32 ,Arabe,AR,2021-10-01,9999-12-31,N,N,O,N,N,N
15425,1995,GT32 ,Chinois,CH,2016-09-01,2016-09-30,N,N,O,N,N,N
15426,1995,GT32 ,Chinois,CH,2016-10-01,2017-08-31,N,N,N,N,N,N
15427,1995,GT32 ,Chinois,CH,2017-09-01,2017-09-30,N,N,O,N,N,N
15428,1995,GT32 ,Chinois,CH,2017-10-01,2018-08-31,N,N,O,N,N,N
15429,1995,GT32 ,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
15430,1995,GT32 ,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
15431,1995,GT32 ,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
15432,1995,GT32 ,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
15433,1995,GT32 ,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
15434,1995,GT32 ,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
15435,1995,GT32 ,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
15436,1995,GT32 ,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
15437,1995,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
15438,1995,GT32 ,Italien,IT,2014-09-01,9999-12-31,N,O,O,N,N,N
15439,1995,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,O,N,N,N
15440,1995,GT33L,Allemand,DE,2014-09-01,2016-08-31,O,O,O,N,N,N
15441,1995,GT33L,Allemand,DE,2016-09-01,9999-12-31,N,O,O,N,N,N
15442,1995,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15443,1995,GT33L,Arabe,AR,2016-09-01,2016-09-30,N,N,O,N,N,N
15444,1995,GT33L,Arabe,AR,2016-10-01,2017-08-31,N,N,N,N,N,N
15445,1995,GT33L,Arabe,AR,2017-09-01,2017-09-30,N,N,O,N,N,N
15446,1995,GT33L,Arabe,AR,2017-10-01,2018-08-31,N,N,O,N,N,N
15447,1995,GT33L,Arabe,AR,2018-09-01,2018-09-30,N,N,O,N,N,N
15448,1995,GT33L,Arabe,AR,2018-10-01,2019-08-31,N,N,O,N,N,N
15449,1995,GT33L,Arabe,AR,2019-09-01,2019-09-30,N,N,O,N,N,N
15450,1995,GT33L,Arabe,AR,2019-10-01,2020-08-31,N,N,O,N,N,N
15451,1995,GT33L,Arabe,AR,2020-09-01,2020-09-30,N,N,O,N,N,N
15452,1995,GT33L,Arabe,AR,2020-10-01,2021-08-31,N,N,O,N,N,N
15453,1995,GT33L,Arabe,AR,2021-09-01,2021-09-30,N,N,O,N,N,N
15454,1995,GT33L,Arabe,AR,2021-10-01,9999-12-31,N,N,O,N,N,N
15455,1995,GT33L,Chinois,CH,2016-09-01,2016-09-30,N,N,O,N,N,N
15456,1995,GT33L,Chinois,CH,2016-10-01,2017-08-31,N,N,N,N,N,N
15457,1995,GT33L,Chinois,CH,2017-09-01,2017-09-30,N,N,O,N,N,N
15458,1995,GT33L,Chinois,CH,2017-10-01,2018-08-31,N,N,O,N,N,N
15459,1995,GT33L,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
15460,1995,GT33L,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
15461,1995,GT33L,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
15462,1995,GT33L,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
15463,1995,GT33L,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
15464,1995,GT33L,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
15465,1995,GT33L,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
15466,1995,GT33L,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
15467,1995,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
15468,1995,GT33L,Italien,IT,2014-09-01,9999-12-31,N,O,O,N,N,N
15469,1995,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,O,N,N,N
15470,1995,GT33M,Allemand,DE,2014-09-01,2016-08-31,O,O,O,N,N,N
15471,1995,GT33M,Allemand,DE,2016-09-01,9999-12-31,N,O,O,N,N,N
15472,1995,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15473,1995,GT33M,Arabe,AR,2016-09-01,2016-09-30,N,N,O,N,N,N
15474,1995,GT33M,Arabe,AR,2016-10-01,2017-08-31,N,N,N,N,N,N
15475,1995,GT33M,Arabe,AR,2017-09-01,2017-09-30,N,N,O,N,N,N
15476,1995,GT33M,Arabe,AR,2017-10-01,2018-08-31,N,N,O,N,N,N
15477,1995,GT33M,Arabe,AR,2018-09-01,2018-09-30,N,N,O,N,N,N
15478,1995,GT33M,Arabe,AR,2018-10-01,2019-08-31,N,N,O,N,N,N
15479,1995,GT33M,Arabe,AR,2019-09-01,2019-09-30,N,N,O,N,N,N
15480,1995,GT33M,Arabe,AR,2019-10-01,2020-08-31,N,N,O,N,N,N
15481,1995,GT33M,Arabe,AR,2020-09-01,2020-09-30,N,N,O,N,N,N
15482,1995,GT33M,Arabe,AR,2020-10-01,2021-08-31,N,N,O,N,N,N
15483,1995,GT33M,Arabe,AR,2021-09-01,2021-09-30,N,N,O,N,N,N
15484,1995,GT33M,Arabe,AR,2021-10-01,9999-12-31,N,N,O,N,N,N
15485,1995,GT33M,Chinois,CH,2016-09-01,2016-09-30,N,N,O,N,N,N
15486,1995,GT33M,Chinois,CH,2016-10-01,2017-08-31,N,N,N,N,N,N
15487,1995,GT33M,Chinois,CH,2017-09-01,2017-09-30,N,N,O,N,N,N
15488,1995,GT33M,Chinois,CH,2017-10-01,2018-08-31,N,N,O,N,N,N
15489,1995,GT33M,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
15490,1995,GT33M,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
15491,1995,GT33M,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
15492,1995,GT33M,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
15493,1995,GT33M,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
15494,1995,GT33M,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
15495,1995,GT33M,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
15496,1995,GT33M,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
15497,1995,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
15498,1995,GT33M,Italien,IT,2014-09-01,9999-12-31,N,O,O,N,N,N
15499,1995,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,O,N,N,N
15500,1995,GT33S,Allemand,DE,2014-09-01,2016-08-31,O,O,O,N,N,N
15501,1995,GT33S,Allemand,DE,2016-09-01,9999-12-31,N,O,O,N,N,N
15502,1995,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15503,1995,GT33S,Arabe,AR,2016-09-01,2016-09-30,N,N,O,N,N,N
15504,1995,GT33S,Arabe,AR,2016-10-01,2017-08-31,N,N,N,N,N,N
15505,1995,GT33S,Arabe,AR,2017-09-01,2017-09-30,N,N,O,N,N,N
15506,1995,GT33S,Arabe,AR,2017-10-01,2018-08-31,N,N,O,N,N,N
15507,1995,GT33S,Arabe,AR,2018-09-01,2018-09-30,N,N,O,N,N,N
15508,1995,GT33S,Arabe,AR,2018-10-01,2019-08-31,N,N,O,N,N,N
15509,1995,GT33S,Arabe,AR,2019-09-01,2019-09-30,N,N,O,N,N,N
15510,1995,GT33S,Arabe,AR,2019-10-01,2020-08-31,N,N,O,N,N,N
15511,1995,GT33S,Arabe,AR,2020-09-01,2020-09-30,N,N,O,N,N,N
15512,1995,GT33S,Arabe,AR,2020-10-01,2021-08-31,N,N,O,N,N,N
15513,1995,GT33S,Arabe,AR,2021-09-01,2021-09-30,N,N,O,N,N,N
15514,1995,GT33S,Arabe,AR,2021-10-01,9999-12-31,N,N,O,N,N,N
15515,1995,GT33S,Chinois,CH,2016-09-01,2016-09-30,N,N,O,N,N,N
15516,1995,GT33S,Chinois,CH,2016-10-01,2017-08-31,N,N,N,N,N,N
15517,1995,GT33S,Chinois,CH,2017-09-01,2017-09-30,N,N,O,N,N,N
15518,1995,GT33S,Chinois,CH,2017-10-01,2018-08-31,N,N,O,N,N,N
15519,1995,GT33S,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
15520,1995,GT33S,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
15521,1995,GT33S,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
15522,1995,GT33S,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
15523,1995,GT33S,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
15524,1995,GT33S,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
15525,1995,GT33S,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
15526,1995,GT33S,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
15527,1995,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
15528,1995,GT33S,Italien,IT,2014-09-01,9999-12-31,N,O,O,N,N,N
15529,1995,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,O,N,N,N
15530,1995,PQS1 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15531,1995,PQS1 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15532,1995,PQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15533,1995,PQS2 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15534,1995,PQS2 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15535,1995,PQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15536,1995,PQS3 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15537,1995,PQS3 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15538,1995,PQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15539,1995,PQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15540,1995,PQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15541,1995,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15542,1995,PQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15543,1995,PQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15544,1995,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15545,1995,PQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15546,1995,PQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15547,1995,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15548,1995,PQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15549,1995,PQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15550,1995,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15551,1995,PQ33B,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15552,1995,PQ33B,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15553,1995,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15554,1995,PQ33C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15555,1995,PQ33C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15556,1995,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15557,1995,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15558,1995,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15559,1995,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15560,1995,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15561,1995,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15562,1995,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15563,1995,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15564,1995,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15565,1995,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15566,1995,TQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15567,1995,TQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15568,1995,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15569,1995,TT21 ,Allemand,DE,2014-09-01,9999-12-31,O,O,N,N,N,N
15570,1995,TT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15571,1995,TT21 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
15572,1995,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15573,1995,TT22 ,Allemand,DE,2014-09-01,9999-12-31,O,O,N,N,N,N
15574,1995,TT22 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15575,1995,TT22 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
15576,1995,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15577,1995,TT22R,Allemand,DE,2014-09-01,9999-12-31,O,O,N,N,N,N
15578,1995,TT22R,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15579,1995,TT22R,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
15580,1995,TT22R,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15581,1995,TT31 ,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15582,1995,TT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15583,1995,TT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
15584,1995,TT31 ,Italien,IT,2014-09-01,9999-12-31,N,O,N,N,N,N
15585,1995,TT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15586,1995,TT32 ,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15587,1995,TT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15588,1995,TT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
15589,1995,TT32 ,Italien,IT,2014-09-01,9999-12-31,N,O,N,N,N,N
15590,1995,TT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15591,1997,GT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15592,1997,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15593,1997,GT22 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15594,1997,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15595,1997,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15596,1997,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15597,1997,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15598,1997,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15599,1997,PQ41 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15600,1997,PQ41 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15601,1997,PQ41 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15602,1997,PQ42 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15603,1997,PQ42 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15604,1997,PQ42 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15605,1997,PQ43 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15606,1997,PQ43 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15607,1997,PQ43 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15608,1997,P7   ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15609,1997,P7   ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15610,1997,P7   ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15611,1998,GT11C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15612,1998,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15613,1998,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15614,1998,GT12C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15615,1998,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15616,1998,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15617,1998,GT12S,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15618,1998,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15619,1998,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15620,1998,GT21 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
15621,1998,GT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15622,1998,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15623,1998,GT22 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
15624,1998,GT22 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15625,1998,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15626,1998,GT31 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
15627,1998,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15628,1998,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15629,1998,GT32 ,Allemand,DE,2014-09-01,9999-12-31,O,N,N,N,N,N
15630,1998,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15631,1998,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15632,1999,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15633,1999,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15634,1999,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15635,1999,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15636,1999,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15637,1999,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15638,1999,GT21 ,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15639,1999,GT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15640,1999,GT21 ,Chinois,CH,2017-09-01,2017-09-30,N,O,N,N,N,N
15641,1999,GT21 ,Chinois,CH,2017-10-01,9999-12-31,N,O,N,N,N,N
15642,1999,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15643,1999,GT22 ,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15644,1999,GT22 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15645,1999,GT22 ,Chinois,CH,2017-09-01,2017-09-30,N,O,N,N,N,N
15646,1999,GT22 ,Chinois,CH,2017-10-01,9999-12-31,N,O,N,N,N,N
15647,1999,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15648,1999,GT31 ,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15649,1999,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15650,1999,GT31 ,Chinois,CH,2019-09-01,9999-12-31,N,O,N,N,N,N
15651,1999,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15652,1999,GT32 ,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15653,1999,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15654,1999,GT32 ,Chinois,CH,2019-09-01,9999-12-31,N,O,N,N,N,N
15655,1999,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15656,1999,GT33L,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15657,1999,GT33L,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15658,1999,GT33L,Chinois,CH,2019-09-01,9999-12-31,N,O,N,N,N,N
15659,1999,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15660,1999,GT33M,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15661,1999,GT33M,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15662,1999,GT33M,Chinois,CH,2019-09-01,9999-12-31,N,O,N,N,N,N
15663,1999,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15664,1999,GT33S,Allemand,DE,2014-09-01,9999-12-31,N,O,N,N,N,N
15665,1999,GT33S,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
15666,1999,GT33S,Chinois,CH,2019-09-01,9999-12-31,N,O,N,N,N,N
15667,1999,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
15668,1999,PQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15669,1999,PQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15670,1999,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15671,1999,PQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15672,1999,PQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15673,1999,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15674,1999,PQ3C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15675,1999,PQ3C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15676,1999,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15677,1999,PQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15678,1999,PQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15679,1999,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15680,1999,PQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15681,1999,PQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15682,1999,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15683,1999,PQ33B,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15684,1999,PQ33B,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15685,1999,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15686,1999,PQ33C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15687,1999,PQ33C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15688,1999,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15689,1999,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15690,1999,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15691,1999,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15692,1999,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15693,1999,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15694,1999,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15695,1999,TQ3C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15696,1999,TQ3C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
15697,1999,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
15698,1999,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
15699,1999,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
