"NS_ETAB_ID","CO_ETUDE_ID","TE_LIBL_CRT","CO_UNI_ID","DT_DEBUT","DT_FIN"
29,DASPA,DASPA                    ,"112",2020-09-01,2020-08-31
29,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
29,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
29,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
29,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
29,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
29,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
29,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
29,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
29,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
29,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
29,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
29,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
29,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
29,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
29,TQ31 ,"1 D3 5 TQ                ","112",2018-09-01,9999-12-31
29,TQ32 ,"1 D3 6 TQ                ","112",2018-09-01,9999-12-31
29,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
29,TT21 ,"1 D2 3 TT                ","112",2018-09-01,9999-12-31
29,TT22 ,"1 D2 4 TT                ","112",2018-09-01,9999-12-31
29,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
29,TT31 ,"1 D3 5 TT                ","112",2018-09-01,9999-12-31
29,TT32 ,"1 D3 6 TT                ","112",2018-09-01,9999-12-31
30,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
30,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
30,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
30,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
30,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
30,GT21 ,"1 D2 3 G                 ","112",2014-09-01,9999-12-31
30,GT22 ,"1 D2 4 G                 ","112",2014-09-01,9999-12-31
30,GT31 ,"1 D3 5 G                 ","112",2014-09-01,9999-12-31
30,GT32 ,"1 D3 6 G                 ","112",2014-09-01,9999-12-31
30,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
30,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
30,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
30,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
30,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
30,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
30,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
30,PQI34,R D3 P 45                ,"119",2014-09-01,9999-12-31
30,PQSC ,R D3 3 C P               ,"119",2014-09-01,9999-12-31
30,PQS1 ,R D3 5 P                 ,"119",2014-09-01,9999-12-31
30,PQS2 ,R D3 6 P                 ,"119",2014-09-01,9999-12-31
30,PQS3 ,R D3 7B P                ,"119",2014-09-01,9999-12-31
30,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
30,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
30,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
30,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
30,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
30,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
30,PQ33B,"1 D3 7B P                ","112",2014-09-01,9999-12-31
30,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
30,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
30,TT21 ,"1 D2 3 TT                ","112",2014-09-01,9999-12-31
30,TT22 ,"1 D2 4 TT                ","112",2014-09-01,9999-12-31
30,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
30,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
30,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
31,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
31,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
31,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
31,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
31,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
33,DASPA,DASPA                    ,"112",2014-09-01,2021-08-31
33,DASPA,DASPA                    ,"112",2020-09-01,9999-12-31
33,DASPA,DASPA                    ,"112",2021-09-01,2020-08-31
33,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
33,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
33,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
33,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
33,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
33,GT21 ,"1 D2 3 G                 ","112",2014-09-01,9999-12-31
33,GT22 ,"1 D2 4 G                 ","112",2014-09-01,9999-12-31
33,GT31 ,"1 D3 5 G                 ","112",2014-09-01,2019-01-14
33,GT31 ,"1 D3 5 G                 ","112",2019-01-15,2020-01-14
33,GT31 ,"1 D3 5 G                 ","112",2020-01-15,9999-12-31
33,GT32 ,"1 D3 6 G                 ","112",2014-09-01,2019-01-14
33,GT32 ,"1 D3 6 G                 ","112",2019-01-15,2020-01-14
33,GT32 ,"1 D3 6 G                 ","112",2020-01-15,9999-12-31
33,GT33L,"1 D3 7L G                ","112",2014-09-01,2019-01-14
33,GT33L,"1 D3 7L G                ","112",2019-01-15,2020-01-14
33,GT33L,"1 D3 7L G                ","112",2020-01-15,9999-12-31
33,GT33M,"1 D3 7M G                ","112",2014-09-01,2019-01-14
33,GT33M,"1 D3 7M G                ","112",2019-01-15,2020-01-14
33,GT33M,"1 D3 7M G                ","112",2020-01-15,9999-12-31
33,GT33P,"1 D3 7PES                ","112",2014-09-01,2019-01-14
33,GT33P,"1 D3 7PES                ","112",2019-01-15,2020-01-14
33,GT33P,"1 D3 7PES                ","112",2020-01-15,9999-12-31
33,GT33S,"1 D3 7S G                ","112",2014-09-01,2019-01-14
33,GT33S,"1 D3 7S G                ","112",2019-01-15,2020-01-14
33,GT33S,"1 D3 7S G                ","112",2020-01-15,9999-12-31
33,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
33,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
33,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
33,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
33,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
33,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
33,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
33,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
33,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
33,PQ33B,"1 D3 7B P                ","112",2017-09-01,9999-12-31
33,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
33,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
33,TQC5 ,"1 DQ 5 TQ                ","112",2019-09-01,9999-12-31
33,TQC6 ,"1 DQ 6 TQ                ","112",2020-09-01,9999-12-31
33,TQ2CC,"1 DQ C2D TQ              ","112",2019-09-01,9999-12-31
33,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,2018-01-14
33,TQ21 ,"1 D2 3 TQ                ","112",2018-01-15,2019-01-14
33,TQ21 ,"1 D2 3 TQ                ","112",2019-01-15,2019-08-31
33,TQ21 ,"1 D2 3 TQ                ","112",2019-09-01,2020-08-31
33,TQ21 ,"1 D2 3 TQ                ","112",2020-09-01,9999-12-31
33,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,2018-01-14
33,TQ22 ,"1 D2 4 TQ                ","112",2018-01-15,2019-01-14
33,TQ22 ,"1 D2 4 TQ                ","112",2019-01-15,2019-08-31
33,TQ22 ,"1 D2 4 TQ                ","112",2019-09-01,2020-08-31
33,TQ22 ,"1 D2 4 TQ                ","112",2020-09-01,9999-12-31
33,TQ22R,"1 D2 4R TQ               ","112",2018-01-15,9999-12-31
33,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
33,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
33,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
33,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
33,TT21 ,"1 D2 3 TT                ","112",2018-09-01,2018-09-30
33,TT21 ,"1 D2 3 TT                ","112",2019-09-01,2019-09-30
33,TT21 ,"1 D2 3 TT                ","112",2020-09-01,2020-09-30
33,TT22 ,"1 D2 4 TT                ","112",2018-09-01,2018-09-30
33,TT22 ,"1 D2 4 TT                ","112",2019-09-01,2019-09-30
33,TT22 ,"1 D2 4 TT                ","112",2020-09-01,2020-09-30
35,DASPA,DASPA                    ,"112",2014-09-01,9999-12-31
35,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
35,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
35,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
35,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
35,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
35,PQI34,R D3 P 45                ,"119",2021-09-01,2021-09-30
35,PQSC ,R D3 3 C P               ,"119",2021-09-01,2021-09-30
35,PQS1 ,R D3 5 P                 ,"119",2021-09-01,2021-09-30
35,PQS2 ,R D3 6 P                 ,"119",2021-09-01,2021-09-30
35,PQS3 ,R D3 7B P                ,"119",2021-09-01,2021-09-30
35,PQ21 ,"1 D2 3 P                 ","112",2018-09-01,9999-12-31
35,PQ22 ,"1 D2 4 P                 ","112",2018-09-01,9999-12-31
35,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
35,PQ31 ,"1 D3 5 P                 ","112",2018-09-01,9999-12-31
35,PQ32 ,"1 D3 6 P                 ","112",2018-09-01,9999-12-31
35,PQ33B,"1 D3 7B P                ","112",2018-09-01,9999-12-31
35,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
35,TQ21 ,"1 D2 3 TQ                ","112",2018-09-01,9999-12-31
35,TQ22 ,"1 D2 4 TQ                ","112",2018-09-01,9999-12-31
35,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
35,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
35,TQ31 ,"1 D3 5 TQ                ","112",2018-09-01,9999-12-31
35,TQ32 ,"1 D3 6 TQ                ","112",2018-09-01,9999-12-31
35,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
37,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
37,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
37,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
37,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
37,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
37,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
37,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
37,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
37,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
37,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
37,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
37,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
37,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
37,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
37,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
37,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
37,PQI34,R D3 P 45                ,"119",2014-09-01,9999-12-31
37,PQSC ,R D3 3 C P               ,"119",2014-09-01,9999-12-31
37,PQS1 ,R D3 5 P                 ,"119",2018-09-01,9999-12-31
37,PQS2 ,R D3 6 P                 ,"119",2018-09-01,9999-12-31
37,PQS3 ,R D3 7B P                ,"119",2014-09-01,9999-12-31
37,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
37,PQ21 ,"1 D2 3 P                 ","112",2018-09-01,9999-12-31
37,PQ22 ,"1 D2 4 P                 ","112",2018-09-01,9999-12-31
37,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
37,PQ31 ,"1 D3 5 P                 ","112",2018-09-01,9999-12-31
37,PQ32 ,"1 D3 6 P                 ","112",2018-09-01,9999-12-31
37,PQ33B,"1 D3 7B P                ","112",2018-09-01,9999-12-31
37,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
37,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
37,TQ21 ,"1 D2 3 TQ                ","112",2018-09-01,9999-12-31
37,TQ22 ,"1 D2 4 TQ                ","112",2018-09-01,9999-12-31
37,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
37,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
37,TQ31 ,"1 D3 5 TQ                ","112",2018-09-01,9999-12-31
37,TQ32 ,"1 D3 6 TQ                ","112",2018-09-01,9999-12-31
37,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
37,TT21 ,"1 D2 3 TT                ","112",2018-09-01,9999-12-31
37,TT22 ,"1 D2 4 TT                ","112",2018-09-01,9999-12-31
37,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
37,TT31 ,"1 D3 5 TT                ","112",2018-09-01,9999-12-31
37,TT32 ,"1 D3 6 TT                ","112",2018-09-01,9999-12-31
38,DASPA,DASPA                    ,"112",2014-09-01,9999-12-31
38,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
38,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
38,GT11S,"1 D1 1S                  ","112",2014-09-01,9999-12-31
38,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
38,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
38,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
38,PC4  ,"1 DQ 4 P                 ","112",2019-09-01,2019-09-30
38,PC4  ,"1 DQ 4 P                 ","112",2019-10-01,9999-12-31
38,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,2019-09-30
38,PC5  ,"1 DQ 5 P                 ","112",2019-10-01,9999-12-31
38,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
38,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,2019-09-30
38,PQ2CC,"1 DQ C2D P               ","112",2019-10-01,9999-12-31
38,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
38,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
38,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
38,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
38,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
38,PQ33B,"1 D3 7B P                ","112",2014-09-01,9999-12-31
38,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
38,TQC4 ,"1 DQ 4 TQ                ","112",2019-09-01,2019-09-30
38,TQC4 ,"1 DQ 4 TQ                ","112",2019-10-01,9999-12-31
38,TQC5 ,"1 DQ 5 TQ                ","112",2019-09-01,2019-09-30
38,TQC5 ,"1 DQ 5 TQ                ","112",2019-10-01,9999-12-31
38,TQC6 ,"1 DQ 6 TQ                ","112",2020-09-01,9999-12-31
38,TQ2CC,"1 DQ C2D TQ              ","112",2019-09-01,2019-09-30
38,TQ2CC,"1 DQ C2D TQ              ","112",2019-10-01,9999-12-31
38,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,9999-12-31
38,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,9999-12-31
38,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
38,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
38,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
38,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
38,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
38,TT21 ,"1 D2 3 TT                ","112",2014-09-01,9999-12-31
38,TT22 ,"1 D2 4 TT                ","112",2014-09-01,9999-12-31
38,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
38,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
38,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
40,AS21 ,"1 D2 3 SDO               ","112",2019-09-01,9999-12-31
40,DASPA,DASPA                    ,"112",2014-09-01,9999-12-31
40,DASPA,DASPA                    ,"112",2019-09-01,9999-12-31
40,GT11C,"1 D1 1C                  ","112",2018-09-01,9999-12-31
40,GT11D,"1 D1 1D                  ","112",2018-09-01,9999-12-31
40,GT12C,"1 D1 2C                  ","112",2018-09-01,9999-12-31
40,GT12S,"1 D1 2S                  ","112",2018-09-01,9999-12-31
40,GT2D ,"1 D1 2D                  ","112",2018-09-01,9999-12-31
40,PC4C ,R DQ 4 P                 ,"119",2018-09-01,9999-12-31
40,PC5C ,R DQ 5 P                 ,"119",2019-09-01,9999-12-31
40,PC6C ,R DQ 6 P                 ,"119",2020-09-01,9999-12-31
40,PQD2C,R DQ C2D P               ,"119",2020-09-01,9999-12-31
40,PQI24,R D2 P 45                ,"119",2014-09-01,9999-12-31
40,PQI3 ,R D2 3 P                 ,"119",2014-09-01,9999-12-31
40,PQI34,R D3 P 45                ,"119",2014-09-01,9999-12-31
40,PQI4 ,R D2 4 P                 ,"119",2014-09-01,9999-12-31
40,PQSC ,R D3 3 C P               ,"119",2014-09-01,9999-12-31
40,PQS1 ,R D3 5 P                 ,"119",2014-09-01,9999-12-31
40,PQS2 ,R D3 6 P                 ,"119",2014-09-01,9999-12-31
40,PQS3 ,R D3 7B P                ,"119",2014-09-01,9999-12-31
40,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
40,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
40,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
40,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
40,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
40,PQ33B,"1 D3 7B P                ","112",2014-09-01,9999-12-31
40,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
40,TQC4C,R DQ 4 TQ                ,"119",2018-09-01,9999-12-31
40,TQC5C,R DQ 5 TQ                ,"119",2019-09-01,9999-12-31
40,TQC6C,R DQ 6 TQ                ,"119",2020-09-01,9999-12-31
40,TQS1 ,R D3 5 TQ                ,"119",2015-09-01,9999-12-31
40,TQS2 ,R D3 6 TQ                ,"119",2015-09-01,9999-12-31
40,TQS3 ,R D3 7 TQ                ,"119",2015-09-01,9999-12-31
40,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,2018-01-14
40,TQ21 ,"1 D2 3 TQ                ","112",2018-01-15,2020-08-31
40,TQ21 ,"1 D2 3 TQ                ","112",2020-09-01,9999-12-31
40,TQ21 ,"1 D2 3 TQ                ","112",2021-01-15,9999-12-31
40,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,2018-01-14
40,TQ22 ,"1 D2 4 TQ                ","112",2018-01-15,2020-08-31
40,TQ22 ,"1 D2 4 TQ                ","112",2020-09-01,9999-12-31
40,TQ22 ,"1 D2 4 TQ                ","112",2021-01-15,9999-12-31
40,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,2018-01-14
40,TQ22R,"1 D2 4R TQ               ","112",2018-01-15,2020-08-31
40,TQ22R,"1 D2 4R TQ               ","112",2020-09-01,9999-12-31
40,TQ22R,"1 D2 4R TQ               ","112",2021-01-15,9999-12-31
40,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
40,TQ3C ,"1 D3 3C TQ               ","112",2019-01-15,2020-01-14
40,TQ3C ,"1 D3 3C TQ               ","112",2020-01-15,9999-12-31
40,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
40,TQ31 ,"1 D3 5 TQ                ","112",2019-01-15,2020-01-14
40,TQ31 ,"1 D3 5 TQ                ","112",2020-01-15,9999-12-31
40,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
40,TQ32 ,"1 D3 6 TQ                ","112",2019-01-15,2020-01-14
40,TQ32 ,"1 D3 6 TQ                ","112",2020-01-15,9999-12-31
40,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
40,TQ33 ,"1 D3 7 TQ                ","112",2019-01-15,2020-01-14
40,TQ33 ,"1 D3 7 TQ                ","112",2020-01-15,9999-12-31
60,DASPA,DASPA                    ,"112",2021-09-01,9999-12-31
60,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
60,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
60,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
60,GT21 ,"1 D2 3 G                 ","112",2014-09-01,9999-12-31
60,GT22 ,"1 D2 4 G                 ","112",2014-09-01,9999-12-31
60,GT31 ,"1 D3 5 G                 ","112",2014-09-01,9999-12-31
60,GT32 ,"1 D3 6 G                 ","112",2014-09-01,9999-12-31
60,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
60,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
60,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
60,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
60,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
60,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
61,DASPA,DASPA                    ,"112",2019-09-01,9999-12-31
61,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
61,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
61,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
61,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
61,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
61,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
61,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
61,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
61,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
61,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
61,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
61,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
61,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
61,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
61,TQ31 ,"1 D3 5 TQ                ","112",2018-09-01,9999-12-31
61,TQ32 ,"1 D3 6 TQ                ","112",2018-09-01,9999-12-31
61,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
61,TT21 ,"1 D2 3 TT                ","112",2018-09-01,9999-12-31
61,TT22 ,"1 D2 4 TT                ","112",2018-09-01,9999-12-31
61,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
61,TT31 ,"1 D3 5 TT                ","112",2018-09-01,9999-12-31
61,TT32 ,"1 D3 6 TT                ","112",2018-09-01,9999-12-31
123,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
123,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
123,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
123,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
123,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
123,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
123,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
123,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
123,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
123,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
123,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
123,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
123,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
124,DASPA,DASPA                    ,"112",2016-09-01,2019-08-31
124,DASPA,DASPA                    ,"112",2018-09-01,9999-12-31
124,DASPA,DASPA                    ,"112",2019-09-01,2021-08-31
124,DASPA,DASPA                    ,"112",2021-09-01,9999-12-31
124,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
124,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
124,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
124,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
124,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
124,GT21 ,"1 D2 3 G                 ","112",2014-09-01,2016-08-31
124,GT21 ,"1 D2 3 G                 ","112",2016-09-01,2017-08-31
124,GT21 ,"1 D2 3 G                 ","112",2017-09-01,2018-08-31
124,GT21 ,"1 D2 3 G                 ","112",2018-09-01,2019-08-31
124,GT21 ,"1 D2 3 G                 ","112",2019-01-15,9999-12-31
124,GT21 ,"1 D2 3 G                 ","112",2020-01-15,2021-01-14
124,GT21 ,"1 D2 3 G                 ","112",2021-01-15,9999-12-31
124,GT22 ,"1 D2 4 G                 ","112",2014-09-01,2016-08-31
124,GT22 ,"1 D2 4 G                 ","112",2016-09-01,2017-08-31
124,GT22 ,"1 D2 4 G                 ","112",2017-09-01,2018-08-31
124,GT22 ,"1 D2 4 G                 ","112",2018-09-01,2019-08-31
124,GT22 ,"1 D2 4 G                 ","112",2019-01-15,9999-12-31
124,GT22 ,"1 D2 4 G                 ","112",2020-01-15,2021-01-14
124,GT22 ,"1 D2 4 G                 ","112",2021-01-15,9999-12-31
124,GT31 ,"1 D3 5 G                 ","112",2014-09-01,2016-08-31
124,GT31 ,"1 D3 5 G                 ","112",2016-09-01,2017-08-31
124,GT31 ,"1 D3 5 G                 ","112",2017-09-01,2018-08-31
124,GT31 ,"1 D3 5 G                 ","112",2018-09-01,2019-08-31
124,GT31 ,"1 D3 5 G                 ","112",2019-09-01,2020-08-31
124,GT31 ,"1 D3 5 G                 ","112",2020-09-01,9999-12-31
124,GT32 ,"1 D3 6 G                 ","112",2014-09-01,2016-08-31
124,GT32 ,"1 D3 6 G                 ","112",2016-09-01,2017-08-31
124,GT32 ,"1 D3 6 G                 ","112",2017-09-01,2018-08-31
124,GT32 ,"1 D3 6 G                 ","112",2018-09-01,2019-08-31
124,GT32 ,"1 D3 6 G                 ","112",2019-09-01,2020-08-31
124,GT32 ,"1 D3 6 G                 ","112",2020-09-01,9999-12-31
124,GT33L,"1 D3 7L G                ","112",2017-09-01,2018-08-31
124,GT33L,"1 D3 7L G                ","112",2018-09-01,2019-08-31
