"NS_ETAB_ID","CO_ETUDE_ID","TE_LIBL_CRT","CO_UNI_ID","DT_DEBUT","DT_FIN"
709,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
709,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
709,PQ33B,"1 D3 7B P                ","112",2014-09-01,9999-12-31
709,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
709,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,9999-12-31
709,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,9999-12-31
709,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
709,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
709,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
709,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
709,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
709,TT21 ,"1 D2 3 TT                ","112",2014-09-01,9999-12-31
709,TT22 ,"1 D2 4 TT                ","112",2014-09-01,9999-12-31
709,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
709,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
709,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
710,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
710,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
710,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
710,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
710,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
710,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
710,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
710,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
710,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
710,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
710,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
710,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
710,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
710,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
710,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
710,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
710,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
710,PQ21 ,"1 D2 3 P                 ","112",2018-09-01,9999-12-31
710,PQ22 ,"1 D2 4 P                 ","112",2018-09-01,9999-12-31
710,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
710,PQ31 ,"1 D3 5 P                 ","112",2018-09-01,9999-12-31
710,PQ32 ,"1 D3 6 P                 ","112",2018-09-01,9999-12-31
710,PQ33B,"1 D3 7B P                ","112",2018-09-01,9999-12-31
710,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
710,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
710,TQC5 ,"1 DQ 5 TQ                ","112",2019-09-01,9999-12-31
710,TQC6 ,"1 DQ 6 TQ                ","112",2020-09-01,9999-12-31
710,TQ2CC,"1 DQ C2D TQ              ","112",2019-09-01,9999-12-31
710,TQ21 ,"1 D2 3 TQ                ","112",2018-09-01,9999-12-31
710,TQ22 ,"1 D2 4 TQ                ","112",2018-09-01,9999-12-31
710,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
710,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
710,TQ3C ,"1 D3 3C TQ               ","112",2021-09-01,9999-12-31
710,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,2019-08-31
710,TQ31 ,"1 D3 5 TQ                ","112",2018-09-01,9999-12-31
710,TQ31 ,"1 D3 5 TQ                ","112",2021-09-01,9999-12-31
710,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,2019-08-31
710,TQ32 ,"1 D3 6 TQ                ","112",2018-09-01,9999-12-31
710,TQ32 ,"1 D3 6 TQ                ","112",2019-09-01,2020-08-31
710,TQ32 ,"1 D3 6 TQ                ","112",2020-09-01,2021-08-31
710,TQ32 ,"1 D3 6 TQ                ","112",2021-09-01,9999-12-31
710,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
710,TQ33 ,"1 D3 7 TQ                ","112",2021-09-01,9999-12-31
712,AS21 ,"1 D2 3 SDO               ","112",2011-09-01,9999-12-31
712,DASPA,DASPA                    ,"112",2020-09-01,2020-08-31
712,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
712,GT11C,"1 D1 1C                  ","112",2018-01-15,9999-12-31
712,GT11C,"1 D1 1C                  ","112",2021-01-15,9999-12-31
712,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
712,GT11S,"1 D1 1S                  ","112",2014-09-01,9999-12-31
712,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
712,GT12C,"1 D1 2C                  ","112",2018-01-15,9999-12-31
712,GT12C,"1 D1 2C                  ","112",2021-01-15,9999-12-31
712,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
712,GT12S,"1 D1 2S                  ","112",2018-01-15,9999-12-31
712,GT12S,"1 D1 2S                  ","112",2021-01-15,9999-12-31
712,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
712,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
712,PC4C ,R DQ 4 P                 ,"119",2018-09-01,9999-12-31
712,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
712,PC5C ,R DQ 5 P                 ,"119",2019-09-01,9999-12-31
712,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
712,PC6C ,R DQ 6 P                 ,"119",2020-09-01,9999-12-31
712,PQD2C,R DQ C2D P               ,"119",2019-09-01,9999-12-31
712,PQI24,R D2 P 45                ,"119",2014-09-01,9999-12-31
712,PQI3 ,R D2 3 P                 ,"119",2014-09-01,9999-12-31
712,PQI34,R D3 P 45                ,"119",2014-09-01,9999-12-31
712,PQI4 ,R D2 4 P                 ,"119",2014-09-01,9999-12-31
712,PQSC ,R D3 3 C P               ,"119",2014-09-01,9999-12-31
712,PQS1 ,R D3 5 P                 ,"119",2014-09-01,9999-12-31
712,PQS2 ,R D3 6 P                 ,"119",2014-09-01,9999-12-31
712,PQS3 ,R D3 7B P                ,"119",2014-09-01,9999-12-31
712,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
712,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
712,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
712,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
712,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
712,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
712,PQ33B,"1 D3 7B P                ","112",2014-09-01,9999-12-31
712,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
712,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
712,TQC4C,R DQ 4 TQ                ,"119",2018-09-01,9999-12-31
712,TQC5 ,"1 DQ 5 TQ                ","112",2019-09-01,9999-12-31
712,TQC6 ,"1 DQ 6 TQ                ","112",2020-09-01,9999-12-31
712,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,9999-12-31
712,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,9999-12-31
712,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
712,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
712,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
712,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
712,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
712,TT21 ,"1 D2 3 TT                ","112",2014-09-01,9999-12-31
712,TT22 ,"1 D2 4 TT                ","112",2014-09-01,9999-12-31
712,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
712,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
712,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
713,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
713,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
713,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
747,DASPA,DASPA                    ,"112",2018-09-01,2019-08-31
747,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
747,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
747,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
747,GT21 ,"1 D2 3 G                 ","112",2014-09-01,9999-12-31
747,GT22 ,"1 D2 4 G                 ","112",2014-09-01,9999-12-31
747,GT31 ,"1 D3 5 G                 ","112",2014-09-01,9999-12-31
747,GT32 ,"1 D3 6 G                 ","112",2014-09-01,9999-12-31
747,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
747,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
747,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
747,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
747,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,2016-08-31
747,TQ21 ,"1 D2 3 TQ                ","112",2016-09-01,2017-01-14
747,TQ21 ,"1 D2 3 TQ                ","112",2017-01-15,2017-08-31
747,TQ21 ,"1 D2 3 TQ                ","112",2017-09-01,2018-08-31
747,TQ21 ,"1 D2 3 TQ                ","112",2018-01-15,9999-12-31
747,TQ21 ,"1 D2 3 TQ                ","112",2021-01-15,9999-12-31
747,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,2016-08-31
747,TQ22 ,"1 D2 4 TQ                ","112",2016-09-01,2017-01-14
747,TQ22 ,"1 D2 4 TQ                ","112",2017-01-15,2017-08-31
747,TQ22 ,"1 D2 4 TQ                ","112",2017-09-01,2018-08-31
747,TQ22 ,"1 D2 4 TQ                ","112",2018-01-15,9999-12-31
747,TQ22 ,"1 D2 4 TQ                ","112",2021-01-15,9999-12-31
747,TQ22R,"1 D2 4R TQ               ","112",2018-01-15,9999-12-31
747,TQ3C ,"1 D3 3C TQ               ","112",2015-09-01,9999-12-31
747,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
747,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
747,TQ33 ,"1 D3 7 TQ                ","112",2015-09-01,9999-12-31
748,DASPA,DASPA                    ,"112",2019-09-01,2019-08-31
748,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
748,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
748,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
748,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
748,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
748,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
748,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
748,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
748,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
748,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
748,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
748,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
748,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
749,DASPA,DASPA                    ,"112",2019-09-01,9999-12-31
749,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
749,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
749,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
749,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
749,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
749,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
749,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
749,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
749,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
749,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
749,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
749,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
749,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
749,TT21 ,"1 D2 3 TT                ","112",2018-09-01,9999-12-31
749,TT22 ,"1 D2 4 TT                ","112",2018-09-01,9999-12-31
749,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
749,TT31 ,"1 D3 5 TT                ","112",2018-09-01,9999-12-31
749,TT32 ,"1 D3 6 TT                ","112",2018-09-01,9999-12-31
778,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
778,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
778,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
778,GT21 ,"1 D2 3 G                 ","112",2014-09-01,9999-12-31
778,GT22 ,"1 D2 4 G                 ","112",2014-09-01,9999-12-31
778,GT31 ,"1 D3 5 G                 ","112",2014-09-01,9999-12-31
778,GT32 ,"1 D3 6 G                 ","112",2014-09-01,9999-12-31
778,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
778,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
778,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
778,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
779,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
779,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
779,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
779,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
779,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
779,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
779,PC4C ,R DQ 4 P                 ,"119",2018-09-01,9999-12-31
779,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
779,PC5C ,R DQ 5 P                 ,"119",2019-09-01,9999-12-31
779,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
779,PC6C ,R DQ 6 P                 ,"119",2020-09-01,9999-12-31
779,PQD2C,R DQ C2D P               ,"119",2019-09-01,9999-12-31
779,PQI24,R D2 P 45                ,"119",2014-09-01,9999-12-31
779,PQI3 ,R D2 3 P                 ,"119",2014-09-01,9999-12-31
779,PQI34,R D3 P 45                ,"119",2014-09-01,9999-12-31
779,PQI4 ,R D2 4 P                 ,"119",2014-09-01,9999-12-31
779,PQSC ,R D3 3 C P               ,"119",2014-09-01,9999-12-31
779,PQS1 ,R D3 5 P                 ,"119",2014-09-01,9999-12-31
779,PQS2 ,R D3 6 P                 ,"119",2014-09-01,9999-12-31
779,PQS3 ,R D3 7B P                ,"119",2014-09-01,9999-12-31
779,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
779,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
779,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
779,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
779,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
779,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
779,PQ33B,"1 D3 7B P                ","112",2014-09-01,9999-12-31
779,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
779,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
779,TQC4C,R DQ 4 TQ                ,"119",2018-09-01,9999-12-31
779,TQS1 ,R D3 5 TQ                ,"119",2014-09-01,9999-12-31
779,TQS2 ,R D3 6 TQ                ,"119",2014-09-01,9999-12-31
779,TQS3 ,R D3 7 TQ                ,"119",2014-09-01,9999-12-31
779,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,9999-12-31
779,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,9999-12-31
779,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
779,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
779,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
779,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
779,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
779,TT21 ,"1 D2 3 TT                ","112",2015-09-01,9999-12-31
779,TT21 ,"1 D2 3 TT                ","112",2019-01-15,9999-12-31
779,TT22 ,"1 D2 4 TT                ","112",2015-09-01,9999-12-31
779,TT22 ,"1 D2 4 TT                ","112",2019-01-15,9999-12-31
779,TT22R,"1 D2 4R TT               ","112",2015-09-01,9999-12-31
779,TT22R,"1 D2 4R TT               ","112",2019-01-15,9999-12-31
779,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
779,TT31 ,"1 D3 5 TT                ","112",2019-01-15,9999-12-31
779,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
779,TT32 ,"1 D3 6 TT                ","112",2019-01-15,9999-12-31
780,DASPA,DASPA                    ,"112",2019-09-01,2019-08-31
780,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
780,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
780,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
780,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
780,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
780,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
780,PC4C ,R DQ 4 P                 ,"119",2019-09-01,9999-12-31
780,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
780,PC5C ,R DQ 5 P                 ,"119",2019-09-01,9999-12-31
780,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
780,PC6C ,R DQ 6 P                 ,"119",2020-09-01,9999-12-31
780,PQD2C,R DQ C2D P               ,"119",2019-09-01,9999-12-31
780,PQI24,R D2 P 45                ,"119",2014-09-01,9999-12-31
780,PQI3 ,R D2 3 P                 ,"119",2018-09-01,9999-12-31
780,PQI34,R D3 P 45                ,"119",2014-09-01,9999-12-31
780,PQI4 ,R D2 4 P                 ,"119",2018-09-01,9999-12-31
780,PQSC ,R D3 3 C P               ,"119",2018-09-01,9999-12-31
780,PQS1 ,R D3 5 P                 ,"119",2018-09-01,9999-12-31
780,PQS2 ,R D3 6 P                 ,"119",2018-09-01,9999-12-31
780,PQS3 ,R D3 7B P                ,"119",2014-09-01,9999-12-31
780,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
780,PQ21 ,"1 D2 3 P                 ","112",2018-09-01,9999-12-31
780,PQ22 ,"1 D2 4 P                 ","112",2018-09-01,9999-12-31
780,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
780,PQ31 ,"1 D3 5 P                 ","112",2018-09-01,9999-12-31
780,PQ32 ,"1 D3 6 P                 ","112",2018-09-01,9999-12-31
780,PQ33B,"1 D3 7B P                ","112",2018-09-01,9999-12-31
780,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
780,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
780,TQC4C,R DQ 4 TQ                ,"119",2019-09-01,9999-12-31
780,TQC5C,R DQ 5 TQ                ,"119",2019-09-01,9999-12-31
780,TQC6C,R DQ 6 TQ                ,"119",2020-09-01,9999-12-31
780,TQD2C,R DQ C2D TQ              ,"119",2019-09-01,9999-12-31
780,TQ21 ,"1 D2 3 TQ                ","112",2018-09-01,9999-12-31
780,TQ22 ,"1 D2 4 TQ                ","112",2018-09-01,9999-12-31
780,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
780,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
780,TQ31 ,"1 D3 5 TQ                ","112",2018-09-01,9999-12-31
780,TQ32 ,"1 D3 6 TQ                ","112",2018-09-01,9999-12-31
780,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
780,TT21 ,"1 D2 3 TT                ","112",2018-09-01,9999-12-31
780,TT22 ,"1 D2 4 TT                ","112",2018-09-01,9999-12-31
780,TT22R,"1 D2 4R TT               ","112",2018-09-01,9999-12-31
780,TT31 ,"1 D3 5 TT                ","112",2018-09-01,9999-12-31
780,TT32 ,"1 D3 6 TT                ","112",2018-09-01,9999-12-31
782,DASPA,DASPA                    ,"112",2014-09-01,9999-12-31
782,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
782,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
782,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
782,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
782,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
782,PC4  ,"1 DQ 4 P                 ","112",2018-09-01,9999-12-31
782,PC5  ,"1 DQ 5 P                 ","112",2019-09-01,9999-12-31
782,PC6  ,"1 DQ 6 P                 ","112",2020-09-01,9999-12-31
782,PQD2C,R DQ C2D P               ,"119",2021-09-01,9999-12-31
782,PQ2CC,"1 DQ C2D P               ","112",2019-09-01,9999-12-31
782,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,9999-12-31
782,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,9999-12-31
782,PQ3C ,"1 D3 3C P                ","112",2014-09-01,9999-12-31
782,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,9999-12-31
782,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,9999-12-31
782,PQ33B,"1 D3 7B P                ","112",2017-09-01,9999-12-31
782,PQ33C,"1 D3 7C P                ","112",2014-09-01,9999-12-31
782,TQC4 ,"1 DQ 4 TQ                ","112",2018-09-01,9999-12-31
782,TQC5 ,"1 DQ 5 TQ                ","112",2019-09-01,9999-12-31
782,TQC6 ,"1 DQ 6 TQ                ","112",2020-09-01,9999-12-31
782,TQ2CC,"1 DQ C2D TQ              ","112",2019-09-01,9999-12-31
782,TQ21 ,"1 D2 3 TQ                ","112",2014-09-01,9999-12-31
782,TQ22 ,"1 D2 4 TQ                ","112",2014-09-01,9999-12-31
782,TQ22R,"1 D2 4R TQ               ","112",2014-09-01,9999-12-31
782,TQ3C ,"1 D3 3C TQ               ","112",2014-09-01,9999-12-31
782,TQ31 ,"1 D3 5 TQ                ","112",2014-09-01,9999-12-31
782,TQ32 ,"1 D3 6 TQ                ","112",2014-09-01,9999-12-31
782,TQ33 ,"1 D3 7 TQ                ","112",2014-09-01,9999-12-31
782,TT21 ,"1 D2 3 TT                ","112",2014-09-01,9999-12-31
782,TT22 ,"1 D2 4 TT                ","112",2014-09-01,9999-12-31
782,TT22R,"1 D2 4R TT               ","112",2014-09-01,9999-12-31
782,TT31 ,"1 D3 5 TT                ","112",2014-09-01,9999-12-31
782,TT32 ,"1 D3 6 TT                ","112",2014-09-01,9999-12-31
783,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
783,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
783,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
783,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
783,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
783,GT21 ,"1 D2 3 G                 ","112",2018-09-01,9999-12-31
783,GT22 ,"1 D2 4 G                 ","112",2018-09-01,9999-12-31
783,GT31 ,"1 D3 5 G                 ","112",2018-09-01,9999-12-31
783,GT32 ,"1 D3 6 G                 ","112",2018-09-01,9999-12-31
783,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
783,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
783,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
783,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
827,GT11C,"1 D1 1C                  ","112",2014-09-01,9999-12-31
827,GT11D,"1 D1 1D                  ","112",2014-09-01,9999-12-31
827,GT12C,"1 D1 2C                  ","112",2014-09-01,9999-12-31
827,GT12S,"1 D1 2S                  ","112",2014-09-01,9999-12-31
827,GT2D ,"1 D1 2D                  ","112",2014-09-01,9999-12-31
827,GT21 ,"1 D2 3 G                 ","112",2014-09-01,9999-12-31
827,GT22 ,"1 D2 4 G                 ","112",2014-09-01,9999-12-31
827,GT31 ,"1 D3 5 G                 ","112",2014-09-01,9999-12-31
827,GT32 ,"1 D3 6 G                 ","112",2014-09-01,9999-12-31
827,GT33L,"1 D3 7L G                ","112",2014-09-01,9999-12-31
827,GT33M,"1 D3 7M G                ","112",2014-09-01,9999-12-31
827,GT33P,"1 D3 7PES                ","112",2014-09-01,9999-12-31
827,GT33S,"1 D3 7S G                ","112",2014-09-01,9999-12-31
827,PQ21 ,"1 D2 3 P                 ","112",2014-09-01,2015-08-31
827,PQ21 ,"1 D2 3 P                 ","112",2015-09-01,2016-01-14
827,PQ21 ,"1 D2 3 P                 ","112",2016-01-15,2016-08-31
827,PQ21 ,"1 D2 3 P                 ","112",2016-09-01,2017-08-31
827,PQ21 ,"1 D2 3 P                 ","112",2017-09-01,2018-08-31
827,PQ21 ,"1 D2 3 P                 ","112",2018-01-15,9999-12-31
827,PQ21 ,"1 D2 3 P                 ","112",2018-09-01,9999-12-31
827,PQ21 ,"1 D2 3 P                 ","112",2021-01-15,9999-12-31
827,PQ22 ,"1 D2 4 P                 ","112",2014-09-01,2015-08-31
827,PQ22 ,"1 D2 4 P                 ","112",2015-09-01,2016-01-14
827,PQ22 ,"1 D2 4 P                 ","112",2016-01-15,2016-08-31
827,PQ22 ,"1 D2 4 P                 ","112",2016-09-01,2017-08-31
827,PQ22 ,"1 D2 4 P                 ","112",2017-09-01,2018-08-31
827,PQ22 ,"1 D2 4 P                 ","112",2018-01-15,9999-12-31
827,PQ22 ,"1 D2 4 P                 ","112",2018-09-01,9999-12-31
827,PQ22 ,"1 D2 4 P                 ","112",2021-01-15,9999-12-31
827,PQ3C ,"1 D3 3C P                ","112",2017-09-01,2018-08-31
827,PQ3C ,"1 D3 3C P                ","112",2018-09-01,2019-08-31
827,PQ3C ,"1 D3 3C P                ","112",2019-09-01,2020-08-31
827,PQ31 ,"1 D3 5 P                 ","112",2014-09-01,2016-08-31
827,PQ31 ,"1 D3 5 P                 ","112",2016-09-01,2017-08-31
827,PQ31 ,"1 D3 5 P                 ","112",2017-09-01,2018-08-31
827,PQ31 ,"1 D3 5 P                 ","112",2018-09-01,2019-08-31
827,PQ31 ,"1 D3 5 P                 ","112",2019-09-01,2022-08-31
827,PQ32 ,"1 D3 6 P                 ","112",2014-09-01,2016-08-31
827,PQ32 ,"1 D3 6 P                 ","112",2016-09-01,2017-08-31
827,PQ32 ,"1 D3 6 P                 ","112",2017-09-01,2018-08-31
827,PQ32 ,"1 D3 6 P                 ","112",2018-09-01,2019-08-31
827,PQ32 ,"1 D3 6 P                 ","112",2019-09-01,2022-08-31
827,PQ33B,"1 D3 7B P                ","112",2017-09-01,2018-08-31
827,PQ33B,"1 D3 7B P                ","112",2018-09-01,2019-08-31
827,PQ33B,"1 D3 7B P                ","112",2019-09-01,2020-08-31
