"NS_HABI_ID","NS_FORM_ID","NS_ETAB_ID_REF","NS_OBJ_MODHO_ID","NS_OBJ_MODLI_ID","NS_OBJ_MODPE_ID"
402,200,5223,"3688","3683","3690"
403,201,5223,"3688","3683","3690"
404,202,5223,"3688","3683","3690"
405,203,5223,"3688","3683","3690"
406,203,5223,"3688","3683","3690"
407,204,5223,"3688","3683","3690"
408,205,5223,"3688","3683","3690"
409,207,5223,"3688","3683","3690"
410,208,5223,"3688","3683","3690"
411,209,5223,"3688","3683","3690"
412,211,5223,"3688","3683","3690"
414,212,5223,"3688","3683","3690"
415,213,5223,"3688","3683","3690"
416,214,5223,"3688","3683","3690"
417,215,5223,"3688","3683","3690"
418,210,5223,"3688","3683","3690"
419,217,5223,"3688","3683","3690"
420,218,5223,"3688","3683","3690"
421,220,5223,"3688","3683","3690"
422,221,5223,"3688","3683","3690"
423,222,5223,"3688","3683","3690"
424,223,5223,"3688","3683","3690"
425,224,5223,"3688","3683","3690"
426,225,5223,"3688","3683","3690"
427,227,5223,"3688","3683","3690"
428,226,5223,"3688","3683","3690"
429,228,5223,"3688","3683","3690"
430,229,5223,"3688","3683","3690"
431,230,5223,"3688","3683","3690"
432,231,5223,"3688","3683","3690"
433,232,5223,"3688","3683","3690"
434,233,5223,"3688","3683","3690"
435,239,5223,"3688","3683","3690"
436,240,5223,"3688","3683","3690"
437,241,5223,"3688","3683","3690"
438,242,5223,"3688","3683","3690"
439,248,5223,"3688","3683","3690"
440,730,5223,"3688","3685","3690"
441,249,5223,"3688","3683;3685","3690"
442,250,5223,"3688","3683","3690"
443,251,5223,"3688","3683","3690"
444,1203,5223,"3688","3683","3690"
445,274,5223,"3730","3683","3690"
446,283,5223,"3688","3683","3690"
447,284,5223,"3688","3683","3690"
448,731,5223,"3688","3683","3690"
449,285,5223,"3688","3683","3690"
450,286,5223,"3688","3683","3690"
451,287,5223,"3688","3683","3690"
452,288,5223,"3688","3683","3690"
453,298,5223,"3688","3683","3690"
454,300,5223,"3688","3683","3690"
455,301,5223,"3688","3683","3690"
456,301,5223,"3688","3685","3690"
457,302,5223,"3688","3683;3685","3690"
458,303,5223,"3688","3683","3690"
459,304,5223,"3688","3683","3690"
460,308,5223,"3688","3683","3690"
461,309,5223,"3688","3683","3690"
462,310,5223,"3688","3683","3690"
463,735,5223,"3688","3683","3690"
464,312,5223,"3688","3683","3690"
465,312,5223,"3688","3685","3690"
466,736,5223,"3688","3683","3690"
467,315,5223,"3688","3683","3690"
468,737,5223,"3688","3683","3690"
469,316,5223,"3688","3683","3690"
470,318,5223,"3688","3683","3690"
471,319,5223,"3688","3685","3690"
472,322,5223,"3688","3683","3690"
473,323,5223,"3688","3683","3690"
474,324,5223,"3688","3683;3685","3690"
475,326,5223,"3688","3683","3690"
476,327,5223,"3688","3683","3690"
477,328,5223,"3688","3683","3690"
478,355,5223,"3688","3683","3690"
479,356,5223,"3688","3683","3690"
480,357,5223,"3688","3683","3690"
481,359,5223,"3688","3683","3690"
482,416,5223,"3688","3683","3690"
483,417,5223,"3688","3683","3690"
484,418,5223,"3688","3685","3690"
485,420,5223,"3688","3685","3690"
486,421,5223,"3688","3685","3690"
487,423,5223,"3688","3685","3690"
488,424,5223,"3688","3685","3690"
489,429,5223,"3688","3685","3690"
490,442,5223,"3688","3683","3690"
491,436,5223,"3689","3683","3690"
492,444,5223,"3688","3683","3690"
493,445,5223,"3688","3683","3690"
494,446,5223,"3688","3683","3690"
495,447,5223,"3688","3685","3690"
496,449,5223,"3688","3683;3685","3690"
497,709,5223,"3688","3683","3690"
498,24,5231,"3688","3683","3690"
499,26,5231,"3688","3683","3690"
500,25,5231,"3688","3683","3690"
501,35,5231,"3688","3683","3690"
502,79,5231,"3688","3683","3690"
503,80,5231,"3688","3683","3690"
504,143,5231,"3688","3683","3690"
505,147,5231,"3688","3683","3690"
506,141,5231,"3688","3683","3690"
507,148,5231,"3688","3683;3685","3690"
508,729,5231,"3688","3683;3685","3690"
509,142,5231,"3688","3683;3685","3690"
510,147,5231,"3688","3683","3690"
511,148,5231,"3689","3683;3685","3690"
512,729,5231,"3689","3683;3685","3690"
513,185,5231,"3688","3683","3690"
514,186,5231,"3688","3683","3690"
515,189,5231,"3688","3683","3690"
516,187,5231,"3688","3683","3690"
517,185,5231,"3689","3683","3690"
518,187,5231,"3689","3683","3690"
519,194,5231,"3688","3683","3690"
520,248,5231,"3688","3683","3690"
521,250,5231,"3688","3683","3690"
522,249,5231,"3688","3683","3690"
523,322,5231,"3688","3683","3690"
524,323,5231,"3688","3683;3685","3690"
525,739,5231,"3688","3683;3685","3690"
526,318,5231,"3688","3683","3690"
527,319,5231,"3688","3683;3685","3690"
528,738,5231,"3688","3683;3685","3690"
529,327,5231,"3688","3683","3690"
530,328,5231,"3688","3683","3690"
531,740,5231,"3688","3683","3690"
532,303,5231,"3688","3683","3690"
533,304,5231,"3688","3683","3690"
534,733,5231,"3688","3683","3690"
535,298,5231,"3688","3683","3690"
536,301,5231,"3688","3683;3685","3690"
537,300,5231,"3688","3683;3685","3690"
538,299,5231,"3688","3683","3690"
539,738,5231,"3689","3683","3690"
540,319,5231,"3689","3683","3691"
541,416,5231,"3688","3683","3690"
542,423,5231,"3688","3683","3690"
543,420,5231,"3688","3685","3690"
544,420,5231,"3688","3683;3685","3690"
545,425,5231,"3688","3683","3690"
546,428,5231,"3688","3683","3690"
547,419,5231,"3688","3683","3690"
548,416,5231,"3688","3683","3690"
549,425,5231,"3689","3683","3690"
551,444,5231,"3688","3683","3690"
552,446,5231,"3688","3683","3690"
553,445,5231,"3688","3683","3690"
554,447,5231,"3688","3683","3690"
555,1,5226,"3688","3683","3690"
556,11,5226,"3688","3683","3690"
557,18,5226,"3688","3683;3684;3685;3686","3690"
558,28,5226,"3688","3683","3690"
559,37,5226,"3688","3683","3690"
560,39,5226,"3688","3683","3690"
561,60,5226,"3688","3683","3690"
562,81,5226,"3688","3683;3685","3690"
563,86,5226,"3688","3683","3690"
564,100,5226,"3688","3683","3690"
565,100,5226,"3689","3683","3690"
566,105,5226,"3688","3683","3690"
567,141,5226,"3688","3683","3690"
568,142,5226,"3688","3683;3685","3690"
569,143,5226,"3688","3683","3690"
570,143,5226,"3689","3683","3690"
571,729,5226,"3688","3683","3690"
572,729,5226,"3689","3683","3690"
573,148,5226,"3688","3683;3685","3690"
574,148,5226,"3689","3683;3685","3690"
575,194,5226,"3688","3683","3690"
576,233,5226,"3688","3683","3690"
577,248,5226,"3688","3683","3690"
578,730,5226,"3688","3685","3690"
579,249,5226,"3688","3685","3690"
580,250,5226,"3688","3683","3690"
581,298,5226,"3688","3683","3690"
582,299,5226,"3688","3683;3685","3690"
583,300,5226,"3688","3683","3690"
584,302,5226,"3688","3683","3690"
585,303,5226,"3688","3683","3690"
586,733,5226,"3688","3683","3690"
587,733,5226,"3688","3685","3690"
588,304,5226,"3688","3683;3685","3690"
589,308,5226,"3688","3683","3690"
590,310,5226,"3688","3683","3690"
591,318,5226,"3688","3683","3690"
592,318,5226,"3689","3683","3690"
593,738,5226,"3688","3683","3690"
594,738,5226,"3689","3683","3690"
595,319,5226,"3688","3683","3690"
596,322,5226,"3688","3683","3690"
597,739,5226,"3688","3683","3690"
598,323,5226,"3688","3683","3690"
599,327,5226,"3688","3683","3690"
600,740,5226,"3688","3683","3690"
601,328,5226,"3688","3683","3690"
602,336,5226,"3730","3683","3690"
603,1,5220,"3688","3683","3690"
604,11,5220,"3688","3683","3690"
605,18,5220,"3688","3683","3690"
606,24,5220,"3688","3683","3690"
607,28,5220,"3688","3683","3690"
608,37,5220,"3688","3683","3690"
609,60,5220,"3688","3683;3685","3690"
610,60,5220,"3688","3683;3684;3685","3690"
611,60,5220,"3688","3683","3690"
612,81,5220,"3688","3683;3685","3690"
613,81,5220,"3688","3683;3684;3685","3690"
614,81,5220,"3688","3683","3690"
615,81,5220,"3689","3683","3690"
616,86,5220,"3688","3683;3685","3690"
617,86,5220,"3688","3683;3684;3685","3690"
618,86,5220,"3688","3683","3690"
619,100,5220,"3688","3683;3685","3690"
620,100,5220,"3688","3683;3684;3685","3690"
621,100,5220,"3688","3683;3684","3690"
622,100,5220,"3688","3683","3690"
623,100,5220,"3689","3683","3690"
624,141,5220,"3688","3683;3685","3690"
625,141,5220,"3688","3683;3684;3685","3690"
626,141,5220,"3688","3683","3690"
627,143,5220,"3688","3683;3685","3690"
628,143,5220,"3688","3683;3684;3685","3690"
629,143,5220,"3688","3683","3690"
630,153,5220,"3689","3683;3685","3690"
631,1,5225,"3688","3683","3690"
632,2,5225,"3688","3683","3690"
633,11,5225,"3688","3683","3690"
634,714,5225,"3688","3683","3690"
635,12,5225,"3688","3683","3690"
636,13,5225,"3688","3683","3690"
637,16,5225,"3688",,"3690"
638,716,5225,"3688",,"3690"
639,17,5225,"3688",,"3690"
640,18,5225,"3688",,"3690"
641,717,5225,"3688",,"3690"
642,19,5225,"3688",,"3690"
643,24,5225,"3688",,"3690"
644,25,5225,"3688",,"3690"
645,26,5225,"3688","3683","3690"
646,27,5225,"3688","3683","3690"
647,28,5225,"3688","3683","3690"
648,720,5225,"3688","3683","3690"
649,29,5225,"3688","3683","3690"
650,30,5225,"3688","3683","3690"
651,721,5225,"3688","3683","3690"
652,31,5225,"3688","3683","3690"
653,37,5225,"3688","3683","3690"
654,723,5225,"3688","3683","3690"
655,38,5225,"3688","3683","3690"
656,39,5225,"3688","3683","3690"
657,724,5225,"3688","3683","3690"
658,40,5225,"3688","3683","3690"
659,41,5225,"3688","3683","3690"
660,42,5225,"3688","3683","3690"
661,725,5225,"3688","3683","3690"
662,43,5225,"3688","3683","3690"
663,60,5225,"3688","3683","3690"
664,61,5225,"3688","3683","3690"
665,62,5225,"3688","3683","3690"
666,63,5225,"3688","3683","3690"
667,64,5225,"3688","3683","3690"
668,78,5225,"3688","3683","3690"
669,79,5225,"3688","3683","3690"
670,81,5225,"3688","3683","3690"
671,726,5225,"3688","3683","3690"
672,82,5225,"3688","3683","3690"
673,86,5225,"3688","3683","3690"
674,87,5225,"3688","3683","3690"
675,88,5225,"3688","3683","3690"
676,88,5225,"3688","3683;3685","3690"
677,89,5225,"3688","3683","3690"
678,727,5225,"3689","3683","3690"
679,90,5225,"3688","3683","3690"
680,741,5225,"3730","3683","3691"
681,91,5225,"3688","3683","3690"
682,100,5225,"3688","3683","3690"
683,101,5225,"3688","3683","3690"
684,103,5225,"3688","3683;3685","3690"
685,106,5225,"3688","3683","3690"
686,111,5225,"3688","3683","3690"
687,112,5225,"3688","3683","3690"
688,141,5225,"3688","3683","3690"
689,142,5225,"3688","3683;3685","3690"
690,143,5225,"3688","3683","3690"
691,728,5225,"3688","3683;3685","3690"
692,145,5225,"3688","3683;3685","3690"
693,729,5225,"3688","3683;3685","3690"
694,729,5225,"3689","3683","3690"
695,148,5225,"3689","3683;3685","3690"
696,148,5225,"3688","3683;3685","3690"
697,152,5225,"3688","3683","3690"
698,153,5225,"3688","3683","3690"
699,185,5225,"3688","3683","3690"
700,186,5225,"3688","3683","3690"
701,187,5225,"3688","3683","3690"
702,187,5225,"3689","3683","3690"
703,188,5225,"3688","3683","3690"
704,189,5225,"3688","3683","3690"
705,192,5225,"3688","3683","3690"
706,194,5225,"3688","3683","3690"
707,195,5225,"3688","3683","3690"
708,196,5225,"3688","3683","3690"
709,197,5225,"3688","3683","3690"
710,198,5225,"3688","3683","3690"
711,199,5225,"3688","3683","3690"
712,200,5225,"3688","3683","3690"
713,201,5225,"3688","3683","3690"
714,202,5225,"3688","3683","3690"
715,203,5225,"3688","3683","3690"
716,204,5225,"3688","3683","3690"
717,205,5225,"3688","3683","3690"
718,206,5225,"3688","3683","3690"
719,207,5225,"3688","3683","3690"
720,208,5225,"3688","3683","3690"
721,209,5225,"3688","3683","3690"
722,210,5225,"3688","3683","3690"
723,211,5225,"3688","3683","3690"
724,212,5225,"3688","3683","3690"
725,213,5225,"3688","3683","3690"
726,214,5225,"3688","3683","3690"
727,215,5225,"3688","3683","3690"
728,217,5225,"3688","3683","3690"
729,218,5225,"3688","3683","3690"
730,220,5225,"3688","3683","3690"
731,221,5225,"3688","3683","3690"
732,222,5225,"3688","3683","3690"
733,223,5225,"3688","3683","3690"
734,224,5225,"3688","3683","3690"
735,225,5225,"3688","3683","3690"
736,227,5225,"3688","3683","3690"
737,228,5225,"3688","3683","3690"
738,229,5225,"3688","3683","3690"
739,230,5225,"3688","3683","3690"
740,231,5225,"3688","3683","3690"
741,232,5225,"3688","3683","3690"
742,233,5225,"3688","3683","3690"
743,234,5225,"3688","3683","3690"
744,235,5225,"3688","3683","3690"
745,236,5225,"3688","3683","3690"
746,239,5225,"3688","3683","3690"
747,240,5225,"3688","3683","3690"
748,241,5225,"3688","3683","3690"
749,242,5225,"3688","3683","3690"
750,243,5225,"3688","3683","3690"
751,248,5225,"3688","3683","3690"
752,730,5225,"3688","3683","3690"
753,249,5225,"3688","3683","3690"
754,250,5225,"3688","3683","3690"
755,251,5225,"3688","3683","3690"
756,274,5225,"3730","3683","3690"
757,283,5225,"3688","3683","3690"
758,731,5225,"3688","3683","3690"
759,284,5225,"3688","3683","3690"
760,732,5225,"3688","3683","3690"
761,285,5225,"3688","3683","3690"
762,286,5225,"3688","3683","3690"
763,287,5225,"3688","3683","3690"
