"NS_HABI_ID","NS_FORM_ID","NS_ETAB_ID_REF","NS_OBJ_MODHO_ID","NS_OBJ_MODLI_ID","NS_OBJ_MODPE_ID"
764,298,5225,"3688","3683","3690"
765,299,5225,"3688","3683","3690"
766,300,5225,"3688","3683","3690"
767,301,5225,"3688","3683","3690"
768,302,5225,"3688","3683","3690"
769,303,5225,"3688","3683","3690"
770,733,5225,"3688","3683","3690"
771,304,5225,"3688","3683","3690"
772,305,5225,"3688","3685","3690"
773,308,5225,"3688","3683","3690"
774,734,5225,"3688","3683","3690"
775,309,5225,"3688","3683","3690"
776,310,5225,"3688","3683","3690"
777,311,5225,"3688","3683","3690"
778,735,5225,"3688","3683","3690"
779,312,5225,"3688","3683","3690"
780,313,5225,"3688","3683","3690"
781,314,5225,"3688","3683","3690"
782,736,5225,"3688","3683","3690"
783,315,5225,"3688","3683","3690"
784,318,5225,"3688","3683;3685","3690"
785,738,5225,"3688","3685","3690"
786,319,5225,"3688","3685","3690"
787,322,5225,"3688","3683","3690"
788,739,5225,"3688","3683","3690"
789,323,5225,"3688","3683","3690"
790,327,5225,"3688","3683","3690"
791,740,5225,"3688","3683","3690"
792,328,5225,"3688","3683","3690"
793,329,5225,"3688","3683;3685","3690"
794,435,5225,"3688","3683","3690"
795,335,5225,"3688","3683","3690"
796,355,5225,"3688","3683","3690"
797,356,5225,"3688","3683;3685","3690"
798,357,5225,"3688","3683;3685","3690"
799,358,5225,"3688","3683","3690"
800,359,5225,"3688","3683;3685","3690"
801,416,5225,"3688","3683;3685","3690"
802,417,5225,"3688","3685","3690"
803,418,5225,"3688","3685","3690"
804,418,5225,"3688","3683;3685","3690"
805,419,5225,"3688","3685","3690"
806,419,5225,"3688","3683;3685","3690"
807,420,5225,"3688","3685","3690"
808,421,5225,"3688","3683;3685","3690"
809,422,5225,"3688","3685","3690"
810,423,5225,"3688","3683;3685","3690"
811,424,5225,"3688","3685","3690"
812,427,5225,"3688","3685","3690"
813,428,5225,"3688","3683;3685","3690"
814,429,5225,"3688","3685","3690"
815,434,5225,"3688","3683","3690"
816,438,5225,"3688","3683;3685","3690"
817,431,5225,"3688","3685","3690"
818,444,5225,"3688","3683","3690"
819,445,5225,"3688","3683","3690"
820,446,5225,"3688","3683","3690"
821,447,5225,"3688","3683;3685","3690"
822,449,5225,"3688","3683;3685","3690"
823,709,5225,"3688","3683","3690"
824,45,5759,"3688","3683","3690"
825,46,5759,"3688","3683","3690"
826,47,5759,"3688","3683","3690"
827,67,5759,"3688","3683","3690"
828,70,5759,"3688","3683","3690"
829,99,5759,"3688","3683","3690"
830,115,5759,"3688","3683;3685","3690"
831,116,5759,"3688","3683","3690"
832,119,5759,"3688","3683","3690"
833,124,5759,"3688","3683","3690"
834,137,5759,"3688","3683","3691"
835,156,5759,"3688","3683","3690"
836,170,5759,"3688","3683","3690"
837,173,5759,"3688","3683","3690"
838,176,5759,"3688","3683","3690"
839,184,5759,"3688","3683","3690"
841,183,5759,"3688","3683","3690"
842,244,5759,"3688","3683","3690"
843,245,5759,"3688","3683","3690"
844,246,5759,"3688","3683","3690"
845,247,5759,"3688","3683","3690"
846,258,5759,"3688","3683","3690"
847,259,5759,"3688","3683","3690"
848,260,5759,"3688","3683","3690"
849,261,5759,"3688","3683","3690"
850,266,5759,"3688","3683","3690"
851,267,5759,"3688","3683","3690"
852,268,5759,"3688","3683","3690"
853,269,5759,"3688","3683","3690"
854,270,5759,"3688","3683","3690"
855,271,5759,"3688","3683","3690"
856,272,5759,"3688","3683","3690"
857,277,5759,"3688","3683","3690"
858,281,5759,"3688","3683","3690"
859,282,5759,"3688","3683","3690"
860,289,5759,"3688","3683","3690"
861,291,5759,"3688","3683","3690"
862,293,5759,"3688","3683","3690"
863,295,5759,"3688","3683","3690"
864,337,5759,"3688","3683","3690"
865,339,5759,"3688","3683","3690"
866,340,5759,"3688","3683","3690"
867,341,5759,"3688","3683","3690"
868,343,5759,"3688","3683","3690"
869,373,5759,"3688","3683","3690"
870,374,5759,"3688","3683","3690"
871,377,5759,"3688","3683","3690"
872,381,5759,"3688","3683","3690"
873,389,5759,"3688","3683","3690"
874,400,5759,"3688","3683","3691"
875,401,5759,"3688","3683","3690"
876,404,5759,"3688","3683","3690"
877,405,5759,"3688","3683","3690"
878,406,5759,"3688","3683","3690"
879,408,5759,"3688","3683","3690"
880,409,5759,"3688","3683","3690"
881,412,5759,"3688","3683","3690"
882,414,5759,"3688","3683","3690"
883,70,21008,"3688","3683","3690"
884,98,21008,"3688","3683","3690"
885,113,21008,"3688","3683","3690"
886,116,21008,"3688","3683","3690"
887,122,21008,"3688","3683","3690"
888,126,21008,"3688","3683","3690"
889,127,21008,"3688","3683","3690"
890,130,21008,"3688","3683","3690"
891,131,21008,"3689","3683","3690"
892,133,21008,"3688","3683","3690"
894,135,21008,"3730","3683","3690"
896,139,21008,"3688","3683","3690"
897,156,21008,,"3683","3690"
898,157,21008,,"3683","3690"
899,158,21008,,"3683","3690"
900,159,21008,,"3683","3690"
901,161,21008,,"3683","3690"
902,162,21008,,"3683","3690"
903,163,21008,,"3683","3690"
904,164,21008,,"3683","3690"
905,165,21008,,"3683","3690"
906,174,21008,,"3683","3690"
907,175,21008,,"3683","3690"
908,245,21008,"3688","3683","3690"
909,258,21008,"3688","3683","3690"
910,259,21008,"3688","3683","3690"
911,260,21008,"3688","3683","3690"
912,267,21008,"3688","3683","3690"
913,268,21008,"3688","3683","3690"
914,270,21008,"3688","3683","3690"
915,382,21008,"3688","3683","3690"
916,388,21008,"3689","3683","3690"
917,389,21008,"3688","3683","3690"
918,452,21008,"3688","3683","3690"
919,453,21008,"3688","3683","3690"
920,454,21008,"3688","3683","3690"
921,455,21008,"3688","3683","3690"
922,49,22003,"3688","3683","3690"
923,50,22003,"3688","3683","3690"
924,53,22003,"3688","3683","3690"
925,113,22003,"3688","3683","3690"
926,123,22003,"3688","3683","3690"
927,155,22003,"3688","3683","3690"
928,157,22003,"3688","3683","3690"
929,160,22003,"3688","3683","3690"
930,161,22003,"3688","3683","3690"
931,162,22003,"3688","3683","3690"
932,163,22003,"3688","3683","3690"
933,164,22003,"3688","3683","3690"
934,165,22003,"3688","3683","3690"
935,174,22003,"3688","3683","3690"
936,175,22003,"3688","3683","3690"
937,258,22003,"3688","3683","3690"
938,259,22003,"3688","3683","3690"
939,264,22003,"3688","3683","3690"
940,265,22003,"3688","3683","3690"
941,269,22003,"3688","3683","3690"
942,156,22004,"3688","3683","3690"
943,157,22004,"3688","3683","3690"
944,159,22004,"3688","3683","3690"
945,160,22004,"3688","3683","3690"
946,161,22004,"3688","3683","3690"
947,162,22004,"3688","3683","3690"
948,163,22004,"3688","3683","3690"
949,164,22004,"3688","3683","3690"
950,165,22004,"3688","3683","3690"
951,170,22004,"3688","3683","3690"
952,172,22004,"3688","3683","3690"
953,174,22004,"3688","3683","3690"
954,175,22004,"3688;3730","3683","3690"
955,176,22004,"3688","3683","3690"
956,183,22004,"3688","3683","3690"
957,244,22004,"3688","3683","3690"
958,245,22004,"3688","3683","3690"
959,256,22004,"3688","3683","3690"
960,258,22004,"3688","3683","3690"
961,259,22004,"3688","3683","3690"
962,260,22004,"3688","3683","3690"
963,261,22004,"3688","3683","3690"
964,262,22004,"3688","3683","3690"
965,266,22004,"3688","3683","3690"
966,267,22004,"3688","3683","3690"
967,268,22004,"3688","3683","3690"
968,269,22004,"3688","3683","3690"
969,270,22004,"3688","3683","3690"
970,271,22004,"3688","3683","3690"
971,272,22004,"3688","3683","3690"
972,277,22004,"3688","3683","3690"
973,278,22004,"3688","3683","3690"
974,279,22004,"3688","3683","3690"
975,281,22004,"3688","3683","3690"
976,282,22004,"3688","3683","3690"
977,289,22004,"3688","3683","3690"
978,375,22004,"3688","3683","3690"
979,401,22004,"3688","3683","3690"
980,403,22004,"3688","3683","3690"
981,406,22004,"3688","3683","3690"
982,408,22004,"3688","3683","3690"
983,409,22004,"3688","3683","3690"
984,412,22004,"3688","3683","3690"
985,414,22004,"3688","3683","3690"
986,99,22005,"3688","3683","3690"
987,115,22005,"3688","3683","3690"
988,116,22005,"3688","3683","3690"
989,119,22005,"3688","3683","3690"
990,124,22005,"3688","3683","3690"
991,290,22005,"3688","3683","3690"
992,295,22005,"3688","3683","3690"
993,380,22005,"3688","3683","3690"
994,67,23007,"3688","3683","3690"
995,69,23007,"3688","3683","3690"
996,125,23007,"3688","3683","3690"
997,258,23007,"3688","3683","3690"
998,259,23007,"3688","3683","3690"
999,260,23007,"3688","3683","3690"
1000,263,23007,"3688","3683","3690"
1001,266,23007,"3688","3683","3690"
1002,267,23007,"3688","3683","3690"
1003,269,23007,"3688","3683","3690"
1004,271,23007,"3688","3683","3690"
1005,278,23007,"3688","3683","3690"
1006,281,23007,"3688","3683","3690"
1007,282,23007,"3688","3683","3690"
1008,289,23007,"3688","3683","3690"
1009,296,23007,"3688","3683","3690"
1010,386,23007,"3688","3683","3690"
1011,387,23007,"3688","3683","3690"
1012,67,55010,"3688","3683","3690"
1013,68,55010,"3688","3683","3690"
1014,99,55010,"3688","3683","3690"
1015,113,55010,"3688","3683","3690"
1016,123,55010,"3688","3683","3690"
1017,126,55010,"3688","3683","3690"
1018,155,55010,"3688","3683","3690"
1019,157,55010,"3688","3683","3690"
1020,158,55010,"3688","3683","3690"
1021,159,55010,"3688","3683","3690"
1022,161,55010,"3688","3683","3690"
1023,162,55010,"3688","3683","3690"
1024,163,55010,"3688","3683","3690"
1025,165,55010,"3688","3683","3690"
1026,173,55010,"3688","3683","3690"
1027,174,55010,"3688","3683","3690"
1028,175,55010,"3688","3683","3690"
1029,293,55010,"3688","3683","3690"
1030,382,55010,"3688","3683","3690"
1031,389,55010,"3688","3683","3690"
1032,401,55010,"3688","3683","3690"
1033,406,55010,"3688","3683","3690"
1034,412,55010,"3688","3683","3690"
1035,414,55010,"3688","3683","3690"
1036,161,61021,"3688","3683","3690"
1037,162,61021,"3688","3683","3690"
1038,163,61021,"3688","3683","3690"
1039,164,61021,"3688","3683","3690"
1040,165,61021,"3688","3683","3690"
1041,167,61021,"3688","3683","3690"
1042,174,61021,"3688","3683","3690"
1043,175,61021,"3688","3683","3690"
1044,176,61021,"3688","3683","3690"
1045,295,61021,"3688","3683","3690"
1046,371,61021,"3688","3683","3690"
1047,375,61021,"3688","3683","3690"
1048,376,61021,"3688","3683","3690"
1049,382,61021,"3688","3683","3690"
1050,388,61021,"3688","3683","3690"
1051,113,94030,"3688","3683","3690"
1052,117,94030,"3688","3683","3690"
1053,118,94030,"3688","3683","3690"
1054,120,94030,"3688","3683","3690"
1055,129,94030,"3688","3683","3690"
1056,258,94030,"3688","3683","3690"
1057,259,94030,"3688","3683","3690"
1058,260,94030,"3688","3683","3690"
1059,267,94030,"3688","3683","3690"
1060,270,94030,"3688","3683","3690"
1061,272,94030,"3688","3683","3690"
1062,337,94030,"3688","3683","3690"
1063,339,94030,"3688","3683","3690"
1064,341,94030,"3688","3683","3690"
1065,346,94030,"3688","3683","3690"
1066,46,95064,"3688","3683","3690"
1067,47,95064,"3688","3683","3690"
1068,67,95064,"3688","3683","3690"
1069,70,95064,"3688","3683","3690"
1070,98,95064,"3688","3683","3690"
1071,99,95064,"3688","3683","3690"
1072,113,95064,"3688","3683","3690"
1073,115,95064,"3688","3683","3690"
1074,116,95064,"3688","3683","3690"
1075,119,95064,"3688","3683","3690"
1076,120,95064,"3688","3683","3690"
1077,121,95064,"3688","3683","3690"
1078,122,95064,"3688","3683","3690"
1079,123,95064,"3688","3683","3690"
1080,124,95064,"3688","3683","3690"
1081,128,95064,"3688","3683","3690"
1082,155,95064,"3688","3683","3690"
1083,156,95064,"3688","3683","3690"
1084,157,95064,"3688","3683","3690"
1085,158,95064,"3688","3683","3690"
1086,159,95064,"3688","3683","3690"
1087,161,95064,"3688","3683","3690"
1088,162,95064,"3688","3683","3690"
1089,163,95064,"3688","3683","3690"
1090,164,95064,"3688","3683","3690"
1091,165,95064,"3688","3683","3690"
1092,167,95064,"3688","3683","3690"
1093,169,95064,"3688","3683","3690"
1094,173,95064,"3688","3683","3690"
1095,174,95064,"3688","3683","3690"
1096,175,95064,"3688","3683","3690"
1097,176,95064,"3688","3683","3690"
1098,180,95064,"3688","3683","3690"
1099,244,95064,"3688","3683","3690"
1100,245,95064,"3688","3683","3690"
1101,258,95064,"3688","3683","3690"
1102,259,95064,"3688","3683","3690"
1103,260,95064,"3688","3683","3690"
1104,267,95064,"3688","3683","3690"
1105,271,95064,"3688","3683","3690"
1106,277,95064,"3688","3683","3690"
1107,278,95064,"3688","3683","3690"
1108,279,95064,"3688","3683","3690"
1109,281,95064,"3688","3683","3690"
1110,282,95064,"3688","3683","3690"
1111,289,95064,"3688","3683","3690"
1112,290,95064,"3688","3683","3690"
1113,337,95064,"3688","3683","3690"
1114,338,95064,"3688","3683","3690"
1115,339,95064,"3688","3683","3690"
1116,340,95064,"3688","3683","3690"
1117,341,95064,"3688","3683","3690"
1118,342,95064,"3688","3683","3690"
1119,350,95064,"3688","3683","3690"
1120,351,95064,"3688","3683","3690"
1121,352,95064,"3688","3683","3690"
1122,353,95064,"3688","3683","3690"
1123,368,95064,"3688","3683","3690"
1124,369,95064,"3688","3683","3690"
1125,370,95064,"3688","3683","3690"
1126,373,95064,"3688","3683","3690"
1127,374,95064,"3688","3683","3690"
1128,375,95064,"3688","3683","3690"
1129,380,95064,"3688","3683","3690"
1130,399,95064,"3688","3683","3691"
1131,401,95064,"3688","3683","3690"
1132,402,95064,"3688","3683","3690"
1133,403,95064,"3688","3683","3690"
1134,404,95064,"3688","3683","3690"
1135,407,95064,"3688","3683","3690"
1136,413,95064,"3688","3683","3690"
1137,451,95064,"3688","3683","3690"
1138,259,95274,"3688","3683","3690"
1139,260,95274,"3688","3683","3690"
1140,269,95274,"3688","3683","3690"
1141,271,95274,"3688","3683","3690"
1142,268,95274,"3688","3683","3690"
1143,258,95274,"3688","3683","3690"
1144,157,95274,"3688","3683","3690"
1145,160,95274,"3688","3683","3690"
1146,161,95274,"3688","3683","3690"
1147,162,95274,"3688","3683","3690"
1148,163,95274,"3688","3683","3690"
1149,164,95274,"3688","3683","3690"
1150,165,95274,"3688","3683","3690"
1151,174,95274,"3688","3683","3690"
1152,175,95274,"3688","3683","3690"
1153,180,95274,"3688","3683","3690"
1154,67,95274,"3688","3683","3690"
1155,71,95274,"3688","3683","3690"
1156,70,95274,"3688","3683","3690"
1157,401,95274,"3688","3683","3690"
1158,403,95274,"3688","3683","3690"
1159,408,95274,"3688","3683","3690"
1160,167,95274,"3688","3683","3690"
1161,99,95274,"3688","3683","3690"
1162,289,95274,"3688","3683","3690"
1163,290,95274,"3688","3683","3690"
1164,294,95274,"3688","3683","3690"
1165,295,95274,"3688","3683","3690"
1166,124,95274,"3688","3683","3690"
1167,113,95274,"3688","3683","3690"
1168,116,95274,"3688","3683","3690"
1169,380,95274,"3688","3683","3690"
1170,156,95274,"3688","3683","3690"
1171,45,95274,"3688","3683","3690"
1172,48,95274,"3688","3683","3690"
1173,45,95493,"3688","3683","3690"
1174,67,95493,"3688","3683","3690"
1175,73,95493,"3730","3683","3690"
1176,74,95493,"3730","3683","3690"
1177,75,95493,"3730","3683","3690"
1178,99,95493,"3688","3683","3690"
1179,113,95493,"3688","3683","3690"
1180,156,95493,"3688","3683","3690"
1181,157,95493,"3688","3683","3690"
1182,158,95493,"3688","3683","3690"
1183,159,95493,"3688","3683","3690"
1184,161,95493,"3688","3683","3690"
1185,162,95493,"3688","3683","3690"
1186,163,95493,"3688","3683","3690"
1187,164,95493,"3688","3683","3690"
1188,165,95493,"3688","3683","3690"
1189,167,95493,"3688","3683","3690"
1190,173,95493,"3688","3683","3690"
1191,174,95493,"3688","3683","3690"
1192,175,95493,"3688","3683","3690"
1193,180,95493,"3688","3683","3690"
1194,257,95493,"3688","3683","3690"
1195,281,95493,"3688","3683","3690"
1196,282,95493,"3688","3683","3690"
1197,289,95493,"3688","3683","3690"
1198,291,95493,"3688","3683","3690"
1199,293,95493,"3688","3683","3690"
1200,297,95493,"3730","3683","3690"
1201,401,95493,"3688","3683","3690"
1202,405,95493,"3688","3683;3685","3690"
1203,407,95493,"3688","3683;3685","3690"
1204,409,95493,"3688","3683;3685","3690"
1205,410,95493,"3688","3683;3685","3690"
1206,414,95493,"3688","3683;3685","3690"
1207,415,95493,"3688","3683;3685","3690"
1208,681,5384,"3688","3683","3690"
1211,711,5225,"3688","3683","3690"
1212,469,181,"3688","3683","3690"
1213,470,181,"3688","3683","3690"
1214,479,181,"3688","3683","3690"
1215,480,181,"3688","3683","3690"
1216,481,181,"3688","3683","3690"
1217,482,181,"3688","3683","3690"
1218,483,181,"3688","3683","3690"
1219,484,181,"3688","3683","3690"
1220,487,181,"3688","3683","3690"
1221,488,181,"3688","3683","3690"
1222,489,181,"3688","3683","3690"
1223,490,181,"3688","3683","3690"
1224,491,181,"3688","3683","3690"
1225,492,181,"3688","3683","3690"
1226,493,181,"3688","3683","3690"
1227,494,181,"3688","3683","3690"
1228,497,181,"3688","3683","3690"
1229,498,181,"3688","3683","3690"
1230,499,181,"3688","3683","3690"
1231,500,181,"3688","3683","3690"
1232,505,181,"3688","3683","3690"
1233,506,181,"3688","3683","3690"
1234,515,181,"3688","3683","3690"
1235,516,181,"3688","3683","3690"
1236,517,181,"3688","3683","3690"
1237,518,181,"3688","3683","3690"
1238,521,181,"3688","3683","3690"
1239,522,181,"3688","3683","3690"
1240,525,181,"3688","3683","3690"
1241,526,181,"3688","3683","3690"
1242,529,181,"3688","3683","3690"
1243,530,181,"3688","3683","3690"
1244,531,181,"3688","3683","3690"
1245,532,181,"3688","3683","3690"
1246,535,181,"3688","3683","3690"
1247,456,381,"3688","3683","3690"
1248,457,381,"3688","3683","3690"
1249,458,381,"3688","3683","3690"
1250,459,381,"3688","3683","3690"
1251,460,381,"3688","3683","3690"
1252,461,381,"3688","3683","3690"
1253,465,381,"3688","3683","3690"
1254,469,381,"3688","3683","3690"
1255,470,381,"3688","3683","3690"
1256,477,381,"3688","3683","3690"
1257,478,381,"3688","3683","3690"
1258,469,1716,"3688","3683","3690"
1259,743,1716,"3688","3683","3690"
1260,470,1716,"3688","3683","3690"
1261,473,1716,"3688","3683","3690"
1262,745,1716,"3688","3683","3690"
1263,474,1716,"3688","3683","3690"
1264,475,1716,"3688","3683","3690"
1265,476,1716,"3688","3683","3690"
1266,483,1716,"3688","3683","3690"
1267,747,1716,"3688","3683","3690"
1268,484,1716,"3688","3683","3690"
1269,493,1716,"3688","3683","3690"
1270,751,1716,"3688","3683","3690"
1271,494,1716,"3688","3683","3690"
1272,497,1716,"3688","3683","3690"
1273,753,1716,"3688","3683","3690"
1274,498,1716,"3688","3683","3690"
1275,507,1716,"3688","3683","3690"
1276,756,1716,"3688","3683","3690"
1277,508,1716,"3688","3683","3690"
1278,515,1716,"3688","3683","3690"
1279,516,1716,"3688","3683","3690"
1280,758,1716,"3688","3683","3690"
1281,519,1716,"3688","3683","3690"
1282,760,1716,"3688","3683","3690"
1283,520,1716,"3688","3683","3690"
1284,457,2016,"3688","3683","3690"
1285,460,2016,"3688","3683","3690"
1286,461,2016,"3688","3683","3690"
1287,463,2016,"3688","3683","3690"
1288,464,2016,"3688","3683","3690"
1289,465,2016,"3688","3683","3690"
1290,466,2016,"3688","3683","3690"
1291,469,2016,"3688","3683","3690"
1292,470,2016,"3688","3683","3690"
1293,483,2016,"3688","3683","3690"
1294,484,2016,"3688","3683","3690"
1295,487,2016,"3688","3683","3690"
1296,488,2016,"3688","3683","3690"
1297,491,2016,"3688","3683","3690"
1298,492,2016,"3688","3683","3690"
1299,475,2064,"3688","3683","3690"
1300,476,2064,"3688","3683","3690"
1301,746,2064,"3688","3683","3690"
1302,503,2064,"3688","3683","3690"
1303,504,2064,"3688","3683","3690"
1304,755,2064,"3688","3683","3690"
1305,507,2064,"3688","3683","3690"
1306,508,2064,"3688","3683","3690"
1307,756,2064,"3688","3683","3690"
1308,515,2064,"3688","3683","3690"
1309,516,2064,"3688","3683","3690"
1310,758,2064,"3688","3683","3690"
1311,519,2064,"3688","3683","3690"
1312,520,2064,"3688","3683","3690"
1313,760,2064,"3688","3683","3690"
1314,521,2064,"3688","3683","3690"
1315,522,2064,"3688","3683","3690"
1316,761,2064,"3688","3683","3690"
1317,531,2064,"3688","3683","3690"
1318,532,2064,"3688","3683","3690"
1319,764,2064,"3688","3683","3690"
1320,533,2064,"3688","3683","3690"
1321,534,2064,"3688","3683","3690"
1322,765,2064,"3688","3683","3690"
1323,546,3017,"3688","3683","3690"
1324,547,3017,"3688","3683","3690"
1325,550,3017,"3688","3683","3690"
1326,551,3017,"3688","3683","3690"
1327,552,3017,"3688","3683","3690"
1328,553,3017,"3688","3683","3690"
1329,554,3017,"3688","3683","3690"
1330,555,3017,"3688","3683","3690"
1331,557,3017,"3688","3683","3690"
1332,558,3017,"3688","3683","3690"
1333,559,3017,"3688","3683","3690"
1334,560,3017,"3688","3683","3690"
1335,563,3017,"3688","3683","3690"
1336,564,3017,"3688","3683","3690"
1337,567,3017,"3688","3683","3690"
1338,568,3017,"3688","3683","3690"
1339,573,3017,"3688","3683","3690"
1340,574,3017,"3688","3683","3690"
1341,581,3017,"3688","3683","3690"
1342,582,3017,"3688","3683","3690"
1343,587,3017,"3688","3683","3690"
1344,588,3017,"3688","3683","3690"
1345,589,3017,"3688","3683","3690"
1346,590,3017,"3688","3683","3690"
1347,595,3017,"3688","3683","3690"
1348,596,3017,"3688","3683","3690"
1349,599,3017,"3688","3683","3690"
1350,600,3017,"3688","3683","3690"
1351,601,3017,"3688","3683","3690"
1352,602,3017,"3688","3683","3690"
1353,603,3017,"3688","3683","3690"
1354,604,3017,"3688","3683","3690"
1355,611,3017,"3688","3683","3690"
1356,612,3017,"3688","3683","3690"
1357,615,3017,"3688","3683","3690"
1358,616,3017,"3688","3683","3690"
1359,617,3017,"3688","3683","3690"
1360,618,3017,"3688","3683","3690"
1361,619,3017,"3688","3683","3690"
1362,620,3017,"3688","3683","3690"
1363,621,3017,"3688","3683","3690"
1364,622,3017,"3688","3683","3690"
1365,623,3017,"3688","3683","3690"
1366,624,3017,"3688","3683","3690"
1367,631,3017,"3688","3683","3690"
1368,632,3017,"3688","3683","3690"
1369,633,3017,"3688","3683","3690"
1370,634,3017,"3688","3683","3690"
1371,635,3017,"3688","3683","3690"
1372,636,3017,"3688","3683","3690"
1373,639,3017,"3688","3683","3690"
1374,640,3017,"3688","3683","3690"
1375,641,3017,"3688","3683","3690"
1376,642,3017,"3688","3683","3690"
1377,645,3017,"3688","3683","3690"
1378,646,3017,"3688","3683","3690"
1379,651,3017,"3688","3683","3690"
1380,652,3017,"3688","3683","3690"
1381,655,3017,"3688","3683","3690"
1382,656,3017,"3688","3683","3690"
1383,657,3017,"3688","3683","3690"
1384,658,3017,"3688","3683","3690"
1385,661,3017,"3688","3683","3690"
1386,662,3017,"3688","3683","3690"
1387,663,3017,"3688","3683","3690"
1388,664,3017,"3688","3683","3690"
1389,665,3017,"3688","3683","3690"
1390,666,3017,"3688","3683","3690"
1391,669,3017,"3688","3683","3690"
1392,670,3017,"3688","3683","3690"
1393,671,3017,"3688","3683","3690"
1394,672,3017,"3688","3683","3690"
1395,673,3017,"3688","3683","3690"
1396,675,3017,"3688","3683","3690"
1397,676,3017,"3688","3683","3690"
1398,677,3017,"3688","3683","3690"
1399,469,95309,"3688","3683","3690"
1400,470,95309,"3688","3683","3690"
1401,473,95309,"3688","3683","3690"
1402,474,95309,"3688","3683","3690"
1403,483,95309,"3688","3683","3690"
1404,484,95309,"3688","3683","3690"
1405,495,95309,"3688","3683","3690"
1406,496,95309,"3688","3683","3690"
1407,497,95309,"3688","3683","3690"
1408,498,95309,"3688","3683","3690"
1409,503,95309,"3688","3683","3690"
1410,504,95309,"3688","3683","3690"
1411,509,95309,"3688","3683","3690"
1412,510,95309,"3688","3683","3690"
1413,515,95309,"3688","3683","3690"
1414,516,95309,"3688","3683","3690"
1415,547,95309,"3688","3683","3690"
1416,550,95309,"3688","3683","3690"
1417,551,95309,"3688","3683","3690"
1418,552,95309,"3688","3683","3690"
1419,553,95309,"3688","3683","3690"
1420,557,95309,"3688","3683","3690"
1421,558,95309,"3688","3683","3690"
1422,563,95309,"3688","3683","3690"
1423,564,95309,"3688","3683","3690"
1424,567,95309,"3688","3683","3690"
1425,568,95309,"3688","3683","3690"
1426,575,95309,"3688","3683","3690"
1427,576,95309,"3688","3683","3690"
1428,580,95309,"3688","3683","3690"
1429,581,95309,"3688","3683","3690"
1430,582,95309,"3688","3683","3690"
1431,587,95309,"3688","3683","3690"
1432,588,95309,"3688","3683","3690"
1433,599,95309,"3688","3683","3690"
1434,600,95309,"3688","3683","3690"
1435,611,95309,"3688","3683","3690"
1436,612,95309,"3688","3683","3690"
1437,615,95309,"3688","3683","3690"
1438,616,95309,"3688","3683","3690"
1439,627,95309,"3688","3683","3690"
1440,628,95309,"3688","3683","3690"
1441,629,95309,"3688","3683","3690"
1442,631,95309,"3688","3683","3690"
1443,632,95309,"3688","3683","3690"
1444,633,95309,"3688","3683","3690"
1445,634,95309,"3688","3683","3690"
1446,635,95309,"3688","3683","3690"
1447,636,95309,"3688","3683","3690"
1448,639,95309,"3688","3683","3690"
1449,641,95309,"3688","3683","3690"
1450,642,95309,"3688","3683","3690"
1451,645,95309,"3688","3683","3690"
1452,646,95309,"3688","3683","3690"
1453,651,95309,"3688","3683","3690"
1454,652,95309,"3688","3683","3690"
1455,663,95309,"3688","3683","3690"
1456,664,95309,"3688","3683","3690"
1457,669,95309,"3688","3683","3690"
1458,670,95309,"3688","3683","3690"
1459,673,95309,"3688","3683","3690"
1460,674,95309,"3688","3683","3690"
1461,675,95309,"3688","3683","3690"
1462,677,95309,"3688","3683","3690"
1463,678,95309,"3688","3683","3690"
1464,679,95309,"3688","3683","3690"
1465,469,5409,"3688","3683","3690"
1466,743,5409,"3688","3683","3690"
1467,470,5409,"3688","3683","3690"
1468,471,5409,"3688","3683","3690"
1469,744,5409,"3688","3683","3690"
1470,472,5409,"3688","3683","3690"
1471,485,5409,"3688","3683","3690"
1472,748,5409,"3688","3683","3690"
1473,486,5409,"3688","3683","3690"
1474,493,5409,"3688","3683","3690"
1475,751,5409,"3688","3683","3690"
1476,494,5409,"3688","3683","3690"
1477,495,5409,"3688","3683","3690"
1478,752,5409,"3688","3683","3690"
1479,496,5409,"3688","3683","3690"
1480,497,5409,"3688","3683","3690"
1481,753,5409,"3688","3683","3690"
1482,498,5409,"3688","3683","3690"
1483,499,5409,"3688","3683","3690"
1484,754,5409,"3688","3683","3690"
1485,500,5409,"3688","3683","3690"
1486,503,5409,"3688","3683","3690"
1487,755,5409,"3688","3683","3690"
1488,504,5409,"3688","3683","3690"
1489,507,5409,"3688","3683","3690"
1490,756,5409,"3688","3683","3690"
1491,508,5409,"3688","3683","3690"
1492,513,5409,"3688","3683","3690"
1493,757,5409,"3688","3683","3690"
1494,514,5409,"3688","3683","3690"
1495,515,5409,"3688","3683","3690"
1496,758,5409,"3688","3683","3690"
1497,516,5409,"3688","3683","3690"
1498,517,5409,"3688","3683","3690"
1499,759,5409,"3688","3683","3690"
1500,518,5409,"3688","3683","3690"
1501,521,5409,"3688","3683","3690"
1502,761,5409,"3688","3683","3690"
1503,522,5409,"3688","3683","3690"
1504,523,5409,"3688","3683","3690"
1505,762,5409,"3688","3683","3690"
1506,524,5409,"3688","3683","3690"
1507,527,5409,"3688","3683","3690"
1508,763,5409,"3688","3683","3690"
1509,528,5409,"3688","3683","3690"
1510,538,5409,"3688","3683","3690"
1511,540,5409,"3688","3683","3690"
1512,542,5409,"3688","3683","3690"
